owner_id,owner_kind,owner_role,canonical_name,source_entity_id,owner_fund_id,parent_owner_id,identity_status,identity_confidence,identity_confidence_basis,identity_confidence_reason,decision_id,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
OWNER_FUND_0319,fund,REPORTING_FUND,AUSTIN VENTURES IX LP,FUND_0319,FUND_0319,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC356,5,Economically Targeted Investments / AUSTIN VENTURES IX LP / Market Value,,ACTIVE,
OWNER_FUND_0320,fund,REPORTING_FUND,AUSTIN VENTURES X LP,FUND_0320,FUND_0320,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC356,5,Economically Targeted Investments / AUSTIN VENTURES X LP / Market Value,,ACTIVE,
OWNER_FUND_0321,fund,REPORTING_FUND,"Avista Healthcare Partners (Offshore) I, L.P.",FUND_0321,FUND_0321,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,"Consolidated Schedule of Investments / Avista Healthcare Partners (Offshore) I, L.P. / Cost",,ACTIVE,
OWNER_FUND_0322,fund,REPORTING_FUND,"Bain Capital Asia Fund II, L.P.",FUND_0322,FUND_0322,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Asia Fund II, L.P. / Cost",,ACTIVE,
OWNER_FUND_0323,fund,REPORTING_FUND,"Bain Capital Asia Fund III, L.P.",FUND_0323,FUND_0323,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Asia Fund III, L.P. / Cost",,ACTIVE,
OWNER_FUND_0324,fund,REPORTING_FUND,"Bain Capital Distressed and Special Situations 2013 (E), L.P.",FUND_0324,FUND_0324,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Distressed and Special Situations 2013 (E), L.P. / Fair Value",,ACTIVE,
OWNER_FUND_0325,fund,REPORTING_FUND,"Bain Capital Empire Holdings, L.P.",FUND_0325,FUND_0325,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Empire Holdings, L.P. / Cost",,ACTIVE,
OWNER_FUND_0326,fund,REPORTING_FUND,"Bain Capital Europe Fund III, L.P.",FUND_0326,FUND_0326,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Europe Fund III, L.P. / Cost",,ACTIVE,
OWNER_FUND_0327,fund,REPORTING_FUND,"Bain Capital Europe Fund V, SCSp",FUND_0327,FUND_0327,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Europe Fund V, SCSp / Cost",,ACTIVE,
OWNER_FUND_0328,fund,REPORTING_FUND,"Bain Capital Fund VII, L.P.",FUND_0328,FUND_0328,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Fund VII, L.P. / Cost",,ACTIVE,
OWNER_FUND_0329,fund,REPORTING_FUND,"Bain Capital Fund X, L.P.",FUND_0329,FUND_0329,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Fund X, L.P. / Cost",,ACTIVE,
OWNER_FUND_0330,fund,REPORTING_FUND,"Bain Capital Fund XI, L.P.",FUND_0330,FUND_0330,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Fund XI, L.P. / Cost",,ACTIVE,
OWNER_FUND_0331,fund,REPORTING_FUND,"Bain Capital Fund XII, L.P.",FUND_0331,FUND_0331,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital Fund XII, L.P. / Cost",,ACTIVE,
OWNER_FUND_0332,fund,REPORTING_FUND,"Bain Capital VII Coinvestment Fund, L.P.",FUND_0332,FUND_0332,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bain Capital VII Coinvestment Fund, L.P. / Cost",,ACTIVE,
OWNER_FUND_0333,fund,REPORTING_FUND,Barley (No.1) Limited Partnership,FUND_0333,FUND_0333,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,Consolidated Schedule of Investments / Barley (No.1) Limited Partnership / Cost,,ACTIVE,
OWNER_FUND_0334,fund,REPORTING_FUND,"BC Asia III Private Investors, L.P.",FUND_0334,FUND_0334,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / BC Asia III Private Investors, L.P. / Fair Value",,ACTIVE,
OWNER_FUND_0335,fund,REPORTING_FUND,"BC Europe IV Private Investors, L.P.",FUND_0335,FUND_0335,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / BC Europe IV Private Investors, L.P. / Cost",,ACTIVE,
OWNER_FUND_0336,fund,REPORTING_FUND,BC European Capital IX-8 LP,FUND_0336,FUND_0336,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,Consolidated Schedule of Investments / BC European Capital IX-8 LP / Cost,,ACTIVE,
OWNER_FUND_0337,fund,REPORTING_FUND,BC European Capital X-10 LP,FUND_0337,FUND_0337,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,Consolidated Schedule of Investments / BC European Capital X-10 LP / Cost,,ACTIVE,
OWNER_FUND_0338,fund,REPORTING_FUND,BC European Capital X-2 LP,FUND_0338,FUND_0338,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,Consolidated Schedule of Investments / BC European Capital X-2 LP / Cost,,ACTIVE,
OWNER_FUND_0339,fund,REPORTING_FUND,BC European Capital X-7 LP,FUND_0339,FUND_0339,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,Consolidated Schedule of Investments / BC European Capital X-7 LP / Cost,,ACTIVE,
OWNER_FUND_0340,fund,REPORTING_FUND,"BC Life Sciences Private Investors, L.P.",FUND_0340,FUND_0340,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / BC Life Sciences Private Investors, L.P. / Cost",,ACTIVE,
OWNER_FUND_0341,fund,REPORTING_FUND,BC Partners XI GD - 2 LP,FUND_0341,FUND_0341,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,Consolidated Schedule of Investments / BC Partners XI GD - 2 LP / Cost,,ACTIVE,
OWNER_FUND_0342,fund,REPORTING_FUND,"BC XI Private Investor, L.P.",FUND_0342,FUND_0342,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / BC XI Private Investor, L.P. / Cost",,ACTIVE,
OWNER_FUND_0343,fund,REPORTING_FUND,"BC XII Private Investors, L.P.",FUND_0343,FUND_0343,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / BC XII Private Investors, L.P. / Cost",,ACTIVE,
OWNER_FUND_0344,fund,REPORTING_FUND,BCP V-S L.P.,FUND_0344,FUND_0344,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,Consolidated Schedule of Investments / BCP V-S L.P. / Cost,,ACTIVE,
OWNER_FUND_0345,fund,REPORTING_FUND,"Beacon Capital Strategic Partners VI, LP",FUND_0345,FUND_0345,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,1,"Real Estate Portfolio / Beacon Capital Strategic Partners VI, LP / Capital Commitment",,ACTIVE,
OWNER_FUND_0346,fund,REPORTING_FUND,Bear Stearns High Grade Structured Credit Strategies Fund,FUND_0346,FUND_0346,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC107,7,FEES / Incentive fee / UNLABELED_COLUMN_1,,ACTIVE,
OWNER_FUND_0347,fund,REPORTING_FUND,"Berkshire Fund VI, Limited Partnership",FUND_0347,FUND_0347,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Berkshire Fund VI, Limited Partnership / Cost",,ACTIVE,
OWNER_FUND_0348,fund,REPORTING_FUND,"Berkshire Fund VII, L.P.",FUND_0348,FUND_0348,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Berkshire Fund VII, L.P. / Cost",,ACTIVE,
OWNER_FUND_0349,fund,REPORTING_FUND,"Berkshire Fund VIII (IND), L.P.",FUND_0349,FUND_0349,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Berkshire Fund VIII (IND), L.P. / Cost",,ACTIVE,
OWNER_FUND_0350,fund,REPORTING_FUND,BIF IV Co-Investment,FUND_0350,FUND_0350,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / BIF IV Co-Investment / Capital Commitment,,ACTIVE,
OWNER_FUND_0351,fund,REPORTING_FUND,Blackstone Capital Partners V L.P.,FUND_0351,FUND_0351,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,Consolidated Schedule of Investments / Blackstone Capital Partners V L.P. / Cost,,ACTIVE,
OWNER_FUND_0352,fund,REPORTING_FUND,"Blackstone Capital Partners VII, L.P.",FUND_0352,FUND_0352,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Blackstone Capital Partners VII, L.P. / Cost",,ACTIVE,
OWNER_FUND_0353,fund,REPORTING_FUND,"Blackstone Capital Partners VIII (Lux), SCSp",FUND_0353,FUND_0353,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Blackstone Capital Partners VIII (Lux), SCSp / Cost",,ACTIVE,
OWNER_FUND_0354,fund,REPORTING_FUND,Blackstone Energy Partners III,FUND_0354,FUND_0354,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Blackstone Energy Partners III / Capital Commitment,,ACTIVE,
OWNER_FUND_0355,fund,REPORTING_FUND,Blackstone Energy Partners IV,FUND_0355,FUND_0355,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Blackstone Energy Partners IV / Capital Commitment,,ACTIVE,
OWNER_FUND_0356,fund,REPORTING_FUND,Blackstone Mileway Logistics L.P.,FUND_0356,FUND_0356,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / Blackstone Mileway Logistics L.P. / 1-Yr Total Return,,ACTIVE,
OWNER_FUND_0357,fund,REPORTING_FUND,"Blackstone Property Partners Europe, L.P.",FUND_0357,FUND_0357,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Blackstone Property Partners Europe, L.P. / 1-Yr Total Return",,ACTIVE,
OWNER_FUND_0358,fund,REPORTING_FUND,Blackstone Property Partners Life Sciences L.P.,FUND_0358,FUND_0358,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / Blackstone Property Partners Life Sciences L.P. / 1-Yr Total Return,,ACTIVE,
OWNER_FUND_0359,fund,REPORTING_FUND,Blackstone RE Partners X LP,FUND_0359,FUND_0359,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,Real Estate Portfolio / Blackstone RE Partners X LP / Capital Commitment,,ACTIVE,
OWNER_FUND_0360,fund,REPORTING_FUND,Blackstone Real Estate Partners IX,FUND_0360,FUND_0360,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,Real Estate Portfolio / Blackstone Real Estate Partners IX / Capital Commitment,,ACTIVE,
OWNER_FUND_0361,fund,REPORTING_FUND,Blue Owl GP Stakes Nimbus Cayman (B) LP,FUND_0361,FUND_0361,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,Consolidated Schedule of Investments / Blue Owl GP Stakes Nimbus Cayman (B) LP / Cost,,ACTIVE,
OWNER_FUND_0362,fund,REPORTING_FUND,Blue Owl GP Stakes Nimbus U.S. (A) LLC,FUND_0362,FUND_0362,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,Consolidated Schedule of Investments / Blue Owl GP Stakes Nimbus U.S. (A) LLC / Cost,,ACTIVE,
OWNER_FUND_0363,fund,REPORTING_FUND,Blue Owl GP Stakes US Investors LP,FUND_0363,FUND_0363,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,Consolidated Schedule of Investments / Blue Owl GP Stakes US Investors LP / Cost,,ACTIVE,
OWNER_FUND_0364,fund,REPORTING_FUND,Blue Owl GP Stakes V Offshore Investors LP,FUND_0364,FUND_0364,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,Consolidated Schedule of Investments / Blue Owl GP Stakes V Offshore Investors LP / Cost,,ACTIVE,
OWNER_FUND_0365,fund,REPORTING_FUND,Blue Owl Real Estate Capital Fund V,FUND_0365,FUND_0365,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,Real Estate Portfolio / Blue Owl Real Estate Capital Fund V / Capital Commitment,,ACTIVE,
OWNER_FUND_0366,fund,REPORTING_FUND,Blue Owl Real Estate Capital Fund VI,FUND_0366,FUND_0366,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,2,Real Estate Portfolio / Blue Owl Real Estate Capital Fund VI / Capital Commitment,,ACTIVE,
OWNER_FUND_0367,fund,REPORTING_FUND,"Blue Road Capital, L.P.",FUND_0367,FUND_0367,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC457,10,"Investment Detail / Blue Road Capital, L.P. / 1 Year",,ACTIVE,
OWNER_FUND_0368,fund,REPORTING_FUND,Bolt Energy LLC,FUND_0368,FUND_0368,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Bolt Energy LLC / Capital Commitment,,ACTIVE,
OWNER_FUND_0369,fund,REPORTING_FUND,"Bowmark Capital Partners V, L.P.",FUND_0369,FUND_0369,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Bowmark Capital Partners V, L.P. / Cost",,ACTIVE,
OWNER_FUND_0370,fund,REPORTING_FUND,"BP ACE EV, L.P.",FUND_0370,FUND_0370,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / BP ACE EV, L.P. / Cost",,ACTIVE,
OWNER_FUND_0371,fund,REPORTING_FUND,"BP Natural Gas Opportunity Partners II, L.P.",FUND_0371,FUND_0371,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC457,10,"Investment Detail / BP Natural Gas Opportunity Partners II, L.P. / 3 Year",,ACTIVE,
OWNER_FUND_0372,fund,REPORTING_FUND,"BP Natural Gas Opportunity Partners, L.P.",FUND_0372,FUND_0372,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC457,10,"Investment Detail / BP Natural Gas Opportunity Partners, L.P. / 1 Year",,ACTIVE,
OWNER_FUND_0373,fund,REPORTING_FUND,"BPEA EQT Mid-Market Growth Partnership, SCSp",FUND_0373,FUND_0373,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,"Consolidated Schedule of Investments / BPEA EQT Mid-Market Growth Partnership, SCSp / Cost",,ACTIVE,
OWNER_FUND_0374,fund,REPORTING_FUND,"BPEA Private Equity Fund VI, L.P.",FUND_0374,FUND_0374,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / BPEA Private Equity Fund VI, L.P. / Cost",,ACTIVE,
OWNER_FUND_0375,fund,REPORTING_FUND,Brazil Real Estate Opportunities II,FUND_0375,FUND_0375,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,1,Real Estate Portfolio / Brazil Real Estate Opportunities II / Capital Commitment,,ACTIVE,
OWNER_FUND_0376,fund,REPORTING_FUND,"Brentwood Associates Private Equity V, L.P.",FUND_0376,FUND_0376,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,"Consolidated Schedule of Investments / Brentwood Associates Private Equity V, L.P. / Cost",,ACTIVE,
OWNER_FUND_0377,fund,REPORTING_FUND,Bridgepoint Europe IV 'A' L.P.,FUND_0377,FUND_0377,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,2,Consolidated Schedule of Investments / Bridgepoint Europe IV 'A' L.P. / Cost,,ACTIVE,
OWNER_FUND_0378,fund,REPORTING_FUND,Bridgepoint Europe IV 'E' L.P.,FUND_0378,FUND_0378,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,3,Consolidated Schedule of Investments / Bridgepoint Europe IV 'E' L.P. / Cost,,ACTIVE,
OWNER_FUND_0379,fund,REPORTING_FUND,Bridgepoint Europe Portfolio IV LP,FUND_0379,FUND_0379,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,3,Consolidated Schedule of Investments / Bridgepoint Europe Portfolio IV LP / Cost,,ACTIVE,
OWNER_FUND_0380,fund,REPORTING_FUND,Brookfield Agriculture Fund II,FUND_0380,FUND_0380,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Brookfield Agriculture Fund II / Capital Commitment,,ACTIVE,
OWNER_FUND_0381,fund,REPORTING_FUND,Brookfield Infrastructure Fund III,FUND_0381,FUND_0381,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Brookfield Infrastructure Fund III / Capital Commitment,,ACTIVE,
OWNER_FUND_0382,fund,REPORTING_FUND,Brookfield Infrastructure Fund IV,FUND_0382,FUND_0382,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Brookfield Infrastructure Fund IV / Capital Commitment,,ACTIVE,
OWNER_FUND_0383,fund,REPORTING_FUND,Brookfield Infrastructure Fund V,FUND_0383,FUND_0383,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Brookfield Infrastructure Fund V / Capital Commitment,,ACTIVE,
OWNER_FUND_0384,fund,REPORTING_FUND,Brookfield Super Core Infrastructure Partners Project Aether,FUND_0384,FUND_0384,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Brookfield Super Core Infrastructure Partners Project Aether / Capital Commitment,,ACTIVE,
OWNER_FUND_0385,fund,REPORTING_FUND,Brookfield Super-Core Infrastructure Partners,FUND_0385,FUND_0385,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Brookfield Super-Core Infrastructure Partners / Capital Commitment,,ACTIVE,
OWNER_FUND_0386,fund,REPORTING_FUND,Brookfield Super-Core Infrastructure Partners Project Kepler,FUND_0386,FUND_0386,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Brookfield Super-Core Infrastructure Partners Project Kepler / Capital Commitment,,ACTIVE,
OWNER_FUND_0387,fund,REPORTING_FUND,Brookfield Super-Core Infrastructure Partners Project Volta,FUND_0387,FUND_0387,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Brookfield Super-Core Infrastructure Partners Project Volta / Capital Commitment,,ACTIVE,
OWNER_FUND_0388,fund,REPORTING_FUND,Brookfield Timberlands Fund V,FUND_0388,FUND_0388,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC060,1,Alternatives Portfolio / Brookfield Timberlands Fund V / Capital Commitment,,ACTIVE,
OWNER_FUND_0389,fund,REPORTING_FUND,"BSV Opportunities B, FCRE",FUND_0389,FUND_0389,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC407,1,"Consolidated Schedule of Investments / BSV Opportunities B, FCRE / Cost",,ACTIVE,
OWNER_FUND_0390,fund,REPORTING_FUND,Buchanan Fund V,FUND_0390,FUND_0390,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC058,1,Real Estate Portfolio / Buchanan Fund V / Capital Commitment,,ACTIVE,
OWNER_FUND_0391,fund,REPORTING_FUND,CalEast Canada Limited Partnership,FUND_0391,FUND_0391,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,1,Real Assets Ending Market Value & Performance Summary (By Partnership) / CalEast Canada Limited Partnership / Ending Market Value (MM),,ACTIVE,
OWNER_FUND_0392,fund,REPORTING_FUND,"CalEast Industrial Investors, LLC",FUND_0392,FUND_0392,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / CalEast Industrial Investors, LLC / 1-Yr Total Return",,ACTIVE,
OWNER_FUND_0393,fund,REPORTING_FUND,"CalEast Solstice, LLC",FUND_0393,FUND_0393,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,DERIVED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / CalEast Solstice, LLC / 1-Yr Total Return",,ACTIVE,
