lineage_id,target_table,target_record_id,target_field,target_value,provenance_type,source_table,source_record_id,source_document_id,source_anchor,formula_id,synthetic_parameter_set_id,imputation_method,precedence,notes
LIN_DB58FC5639D7AD34C042,benchmark_returns,RET_SPY_19930201,*row,0.0071125790028,DERIVED,benchmark_return_candidates,RET_SPY_19930201,PMKT_07BB7F4215B1F6A8,data/public_markets/staging/benchmark_return_candidates.csv:RET_SPY_19930201; rights_status=DEMONSTRATION_ONLY; use_status=DEMO_PROXY_ONLY,PUBLIC_MARKET_CANDIDATE_PROMOTION_V1,,,PUBLIC_DEMO_PROXY,Candidate return is unchanged; policy restricts it to demonstration use.
LIN_07A00B7614ED899FE05B,fund_master,FUND_0795,base_currency,USD,IMPUTED,,,SRC407,"Consolidated Schedule of Investments / One Equity Partners VIII, L.P. / Cost",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_17B4D946601401712F97,fund_master,FUND_0795,fund_size,285547378.518925,IMPUTED,,,SRC407,"Consolidated Schedule of Investments / One Equity Partners VIII, L.P. / Cost",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_A6EC077593CB5E679A9F,fund_master,FUND_0795,fund_size_currency,USD,IMPUTED,,,SRC407,"Consolidated Schedule of Investments / One Equity Partners VIII, L.P. / Cost",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_7E2A7069FC6785E736F6,fund_master,FUND_0795,fund_status,ACTIVE_OR_UNKNOWN,IMPUTED,,,SRC407,"Consolidated Schedule of Investments / One Equity Partners VIII, L.P. / Cost",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_3C4A4BC7F46DCC923E9B,fund_master,FUND_0796,legal_name,Onex Partners IV LP,DERIVED,,,SRC407,Consolidated Schedule of Investments / Onex Partners IV LP / Cost,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_196E8E9DDD257A37A9A3,fund_master,FUND_0796,sub_strategy,Multi-Strategy,DERIVED,,,SRC407,Consolidated Schedule of Investments / Onex Partners IV LP / Cost,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_853AF170A3E2849C9982,fund_master,FUND_0796,vintage_year,2016,IMPUTED,,,SRC407,Consolidated Schedule of Investments / Onex Partners IV LP / Cost,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_E92E5DF662A75F83B3BC,fund_master,FUND_0796,base_currency,USD,IMPUTED,,,SRC407,Consolidated Schedule of Investments / Onex Partners IV LP / Cost,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_6D1E41D76AFC77B7F141,fund_master,FUND_0796,fund_size,153213143.893699,IMPUTED,,,SRC407,Consolidated Schedule of Investments / Onex Partners IV LP / Cost,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_A55AE1C97AB9B8BEF08D,fund_master,FUND_0796,fund_size_currency,USD,IMPUTED,,,SRC407,Consolidated Schedule of Investments / Onex Partners IV LP / Cost,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_DC45B8D49832E4A7E5C4,fund_master,FUND_0796,fund_status,ACTIVE_OR_UNKNOWN,IMPUTED,,,SRC407,Consolidated Schedule of Investments / Onex Partners IV LP / Cost,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_A006A420C9055D094A09,fund_master,FUND_0797,legal_name,Onshore Feeder,DERIVED,,,SRC107,FUND ASSETS / Please list the size of assets by investment vehicle / UNLABELED_COLUMN_1,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_EE31111AAD243AECEBC8,fund_master,FUND_0797,strategy,Diversified Alternatives,IMPUTED,,,SRC107,FUND ASSETS / Please list the size of assets by investment vehicle / UNLABELED_COLUMN_1,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_3DDCAD725887619EB181,fund_master,FUND_0797,sub_strategy,Multi-Strategy,DERIVED,,,SRC107,FUND ASSETS / Please list the size of assets by investment vehicle / UNLABELED_COLUMN_1,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_8A065A2A571E206DEFED,fund_master,FUND_0797,vintage_year,2003,IMPUTED,,,SRC107,FUND ASSETS / Please list the size of assets by investment vehicle / UNLABELED_COLUMN_1,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_DC1378F3B1BE7A281785,fund_master,FUND_0797,base_currency,USD,IMPUTED,,,SRC107,FUND ASSETS / Please list the size of assets by investment vehicle / UNLABELED_COLUMN_1,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_67DBF1255F4E1D2135A2,fund_master,FUND_0797,fund_size,215886706.407273,IMPUTED,,,SRC107,FUND ASSETS / Please list the size of assets by investment vehicle / UNLABELED_COLUMN_1,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_F4CDFE3EAC56B09DC635,fund_master,FUND_0797,fund_size_currency,USD,IMPUTED,,,SRC107,FUND ASSETS / Please list the size of assets by investment vehicle / UNLABELED_COLUMN_1,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_4AA7035664C0977EAAA2,fund_master,FUND_0797,fund_status,ACTIVE_OR_UNKNOWN,IMPUTED,,,SRC107,FUND ASSETS / Please list the size of assets by investment vehicle / UNLABELED_COLUMN_1,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_5DC59FC2A8A14F3ACD92,fund_master,FUND_0798,legal_name,"ORA Residential Investments I,L.P.",DERIVED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / ORA Residential Investments I,L.P. / 1-Yr Total Return",FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_341B01BCD330BDE7A024,fund_master,FUND_0798,strategy,Diversified Alternatives,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / ORA Residential Investments I,L.P. / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_28ECE750CB68913F83CE,fund_master,FUND_0798,sub_strategy,Multi-Strategy,DERIVED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / ORA Residential Investments I,L.P. / 1-Yr Total Return",FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_9C89163113A8C034726C,fund_master,FUND_0798,vintage_year,2011,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / ORA Residential Investments I,L.P. / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_6F9E0E27FCB0FFB9BDA6,fund_master,FUND_0798,base_currency,USD,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / ORA Residential Investments I,L.P. / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_D8DEE9F1BFF13653D52A,fund_master,FUND_0798,fund_size,319730067.203321,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / ORA Residential Investments I,L.P. / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_F13E928ED26BD905864B,fund_master,FUND_0798,fund_size_currency,USD,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / ORA Residential Investments I,L.P. / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_FC78A48DB9BE2139D167,fund_master,FUND_0798,fund_status,ACTIVE_OR_UNKNOWN,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / ORA Residential Investments I,L.P. / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_699465BFE680EC001A2A,fund_master,FUND_0799,legal_name,Oregon Abacus Multifamily Associates LP,DERIVED,,,SRC058,Separate Accounts / Oregon Abacus Multifamily Associates LP / Fair Market Value,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_39638083F5E16AB73F49,fund_master,FUND_0799,strategy,Diversified Alternatives,IMPUTED,,,SRC058,Separate Accounts / Oregon Abacus Multifamily Associates LP / Fair Market Value,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_46AC5E1EE3860665066E,fund_master,FUND_0799,sub_strategy,Multi-Strategy,DERIVED,,,SRC058,Separate Accounts / Oregon Abacus Multifamily Associates LP / Fair Market Value,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_5C55876B6E8E6A476732,fund_master,FUND_0799,base_currency,USD,IMPUTED,,,SRC058,Separate Accounts / Oregon Abacus Multifamily Associates LP / Fair Market Value,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_B3B72D37D90A52429109,fund_master,FUND_0799,fund_size,598095126.012037,IMPUTED,,,SRC058,Separate Accounts / Oregon Abacus Multifamily Associates LP / Fair Market Value,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_1D21DD05F3B897B2CBAA,fund_master,FUND_0799,fund_size_currency,USD,IMPUTED,,,SRC058,Separate Accounts / Oregon Abacus Multifamily Associates LP / Fair Market Value,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_B2458CD9C24311EA17CF,fund_master,FUND_0799,fund_status,ACTIVE_OR_UNKNOWN,IMPUTED,,,SRC058,Separate Accounts / Oregon Abacus Multifamily Associates LP / Fair Market Value,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_20D5B6D74151128B9614,fund_master,FUND_0800,legal_name,Orion Mine Finance (Master) Fund I,DERIVED,,,SRC060,Alternatives Portfolio / Orion Mine Finance (Master) Fund I / Capital Commitment,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_5E23515DF3CDCAF3D689,fund_master,FUND_0800,strategy,Diversified Alternatives,IMPUTED,,,SRC060,Alternatives Portfolio / Orion Mine Finance (Master) Fund I / Capital Commitment,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_E4E46E7A40AC539DC94A,fund_master,FUND_0800,sub_strategy,Multi-Strategy,DERIVED,,,SRC060,Alternatives Portfolio / Orion Mine Finance (Master) Fund I / Capital Commitment,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_AE062A0B87D660B63809,fund_master,FUND_0800,base_currency,USD,IMPUTED,,,SRC060,Alternatives Portfolio / Orion Mine Finance (Master) Fund I / Capital Commitment,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_9C9A757B051602CA7100,fund_master,FUND_0800,fund_size,193316034.980530,IMPUTED,,,SRC060,Alternatives Portfolio / Orion Mine Finance (Master) Fund I / Capital Commitment,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_F7D741986D2C7EC74407,fund_master,FUND_0800,fund_size_currency,USD,IMPUTED,,,SRC060,Alternatives Portfolio / Orion Mine Finance (Master) Fund I / Capital Commitment,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_8FF7320CF3252C079D2A,fund_master,FUND_0800,fund_status,ACTIVE_OR_UNKNOWN,IMPUTED,,,SRC060,Alternatives Portfolio / Orion Mine Finance (Master) Fund I / Capital Commitment,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_7E762D1312F41B40A506,fund_master,FUND_0801,legal_name,"PA Middle Market Fund, LP",DERIVED,,,SRC407,"Consolidated Schedule of Investments / PA Middle Market Fund, LP / Cost",FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_D45DE5737CBE2E614DB7,fund_master,FUND_0801,sub_strategy,Multi-Strategy,DERIVED,,,SRC407,"Consolidated Schedule of Investments / PA Middle Market Fund, LP / Cost",FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_40A29389EE0BC6360ADC,fund_master,FUND_0801,vintage_year,2024,IMPUTED,,,SRC407,"Consolidated Schedule of Investments / PA Middle Market Fund, LP / Cost",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_A52140E185E4794BD3BB,fund_master,FUND_0801,base_currency,USD,IMPUTED,,,SRC407,"Consolidated Schedule of Investments / PA Middle Market Fund, LP / Cost",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_D88EDD853F3CDF9D6733,fund_master,FUND_0801,fund_size,402434504.027129,IMPUTED,,,SRC407,"Consolidated Schedule of Investments / PA Middle Market Fund, LP / Cost",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_1A481E334E54AA8D3C90,fund_master,FUND_0801,fund_size_currency,USD,IMPUTED,,,SRC407,"Consolidated Schedule of Investments / PA Middle Market Fund, LP / Cost",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_CE916223D088824AB872,fund_master,FUND_0801,fund_status,ACTIVE_OR_UNKNOWN,IMPUTED,,,SRC407,"Consolidated Schedule of Investments / PA Middle Market Fund, LP / Cost",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_7446F0596BD0712DE24F,fund_master,FUND_0802,legal_name,"Pacific Multifamily Investors, LLC",DERIVED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Pacific Multifamily Investors, LLC / 1-Yr Total Return",FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_77135EAD3CC30336CF7C,fund_master,FUND_0802,strategy,Diversified Alternatives,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Pacific Multifamily Investors, LLC / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_656C4CF0EB929786D148,fund_master,FUND_0802,sub_strategy,Multi-Strategy,DERIVED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Pacific Multifamily Investors, LLC / 1-Yr Total Return",FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_B82CB413E89ECBEDD8E4,fund_master,FUND_0802,vintage_year,2019,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Pacific Multifamily Investors, LLC / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_A899B8ADCD8A5FC83F97,fund_master,FUND_0802,base_currency,USD,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Pacific Multifamily Investors, LLC / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_7933F8F3A6D94179B068,fund_master,FUND_0802,fund_size,326097636.729222,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Pacific Multifamily Investors, LLC / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_EF06212601AC8987DDF1,fund_master,FUND_0802,fund_size_currency,USD,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Pacific Multifamily Investors, LLC / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_F997F72D799D536A80ED,fund_master,FUND_0802,fund_status,ACTIVE_OR_UNKNOWN,IMPUTED,,,SRC063,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Pacific Multifamily Investors, LLC / 1-Yr Total Return",,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_E94B33A20B0FF7A9AAD0,fund_master,FUND_0803,legal_name,Pacific Realty,DERIVED,,,SRC058,Separate Accounts / Pacific Realty / Fair Market Value,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_1585FFBAAE528CBD1701,fund_master,FUND_0803,strategy,Real Estate,IMPUTED,,,SRC058,Separate Accounts / Pacific Realty / Fair Market Value,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_13B376061B156A7D7C08,fund_master,FUND_0803,sub_strategy,Diversified Real Estate,DERIVED,,,SRC058,Separate Accounts / Pacific Realty / Fair Market Value,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_D026DEF0BCC1970D29AB,fund_master,FUND_0803,base_currency,USD,IMPUTED,,,SRC058,Separate Accounts / Pacific Realty / Fair Market Value,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_CDB59A662D960338C45A,fund_master,FUND_0803,fund_size,350015247.784641,IMPUTED,,,SRC058,Separate Accounts / Pacific Realty / Fair Market Value,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_3AE184F285D46EFCFD2C,fund_master,FUND_0803,fund_size_currency,USD,IMPUTED,,,SRC058,Separate Accounts / Pacific Realty / Fair Market Value,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_DB8DE5DAF8306B74518F,fund_master,FUND_0803,fund_status,ACTIVE_OR_UNKNOWN,IMPUTED,,,SRC058,Separate Accounts / Pacific Realty / Fair Market Value,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_CFB83E3298DC5690AE79,fund_master,FUND_0804,legal_name,Page Mill,DERIVED,,,SRC058,Real Estate Portfolio / Page Mill / Capital Commitment,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_0F63A4A7716B988A96B4,fund_master,FUND_0804,strategy,Diversified Alternatives,IMPUTED,,,SRC058,Real Estate Portfolio / Page Mill / Capital Commitment,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_8C6E8C80CE9F4FA45AA4,fund_master,FUND_0804,sub_strategy,Multi-Strategy,DERIVED,,,SRC058,Real Estate Portfolio / Page Mill / Capital Commitment,FUND_CONSTANT_PROPAGATION_V1,,,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
LIN_90B8BC0D91AA1ACCA7A9,fund_master,FUND_0804,base_currency,USD,IMPUTED,,,SRC058,Real Estate Portfolio / Page Mill / Capital Commitment,,INTEGRATED_COMPLETION_V1,DETERMINISTIC_NAME_AND_EXTRACTED_MEDIAN_V1,EXTRACTED_THEN_DERIVED_THEN_IMPUTED,Only a blank fund-model cell was filled; every nonblank extracted cell was retained.
