check_id,stage_id,command,status,checked_at_utc,detail
d1bc942ae38743519dc18665b9dd8aef,quality,python -m src.quality.run_fund_checks --run-id INTEGRATED_QC_V1,PASS,2026-09-07T21:32:16+00:00,Stage completed; output receipts record data changes
0dc8ed8a218a47c8bcad511f90953438,extracted-only-quality,python -m src.quality.run_fund_checks --run-id EXTRACTED_QC_V1,PASS,2026-09-07T21:32:18+00:00,Stage completed; output receipts record data changes
2d58bdefe9364df68172b9992f2e6750,extracted-only-analytics,python -m src.analytics.run_extracted_analytics,PASS,2026-09-07T21:32:19+00:00,Stage completed; output receipts record data changes
b95972c37f9747068ed899d8610793c5,analytics,python -m src.analytics.run_integrated_analytics,PASS,2026-09-07T21:32:25+00:00,Stage completed; output receipts record data changes
3933c58d347f4dac800bfcf2375bbc9c,reviewer-publication,python -m src.pipeline.build_reviewer_publication,PASS,2026-09-07T21:32:32+00:00,Stage completed; output receipts record data changes
5cb09848269c494cb4cf0142c354072f,fund-model-database,python -m src.load.load_csv_to_duckdb --rebuild,PASS,2026-09-07T21:32:47+00:00,Stage completed; output receipts record data changes
df672320da8646f29f7a5615ae950331,reviewer-check,python -m src.pipeline.reviewer_check,FAIL,2026-09-07T21:33:31+00:00,"ReleaseError: reviewer gate failed: fund-model fund_periods generated rows=941 expected 945; fund-model fund_cashflows generated rows=6587 expected 6615; fund-model fund_holdings generated rows=2823 expected 2835; transformation receipt structure=['TR_8378cdbd694922755c2b: missing PASS predecessor TR_2a22d8541568fb3e5969', 'TR_31188416c9d07bac9b52: missing PASS predecessor TR_2a22d8541568fb3e5969', 'TR_39fe7fc3552d368163fd: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_f05539a3d22aa00acbb0: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_efc9589de876a1f25f29: missing PASS predecessor TR_1b8c259b046306dd7728', 'TR_0880c4b8b7e93e71ca74: missing PASS predecessor TR_1b8c259b046306dd7728', 'TR_66bd128f587e6a8efe72: missing PASS predecessor TR_1b8c259b046306dd7728', 'TR_f75ed1ff838c169b2879: missing PASS predecessor TR_1b8c259b046306dd7728', 'TR_547a414a841728075a71: missing PASS predecessor TR_1b8c259b046306dd7728', 'TR_9485af3aae749ed1ce94: missing PASS predecessor TR_1b8c259b046306dd7728', 'TR_988ed3e04a13e3d0a1c2: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_c7d2295af8b1ccaa3c01: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_49d55f3af278145cd8fe: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_ac3704ebf73232f5f901: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_874346de72ebcdb6db8d: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_4914752561bc9228a451: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_d12c1a3937521ca2315c: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_38327ca6d8be8cff10d0: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_d2b3b3c459e0c9ea410b: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_0af3e936914e340c7194: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_e7c2e1cf6fe88247f6cc: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_068d1eb1916b37269077: missing PASS predecessor TR_4ef44af0f84d0624214f', 'TR_7e5111d0578f6138beec: missing PASS predecessor TR_4ef44af0f84d0624214f', 'TR_13cadeb6c18e5065e2b4: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_a049e35d19006e3d39e1: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_7cce6c89b016091f6e11: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_ea0005c39ae7ce7780a9: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_200c779b03318581ae7d: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_26e2d3af6e4d7b6a1c92: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_b70bb3e6a976a9280700: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_2e613332a90d5dffa3e7: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_37a98c50e510cc7aee79: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_fad0c83c99266d231d9f: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_38e6ebdd68a264568015: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_a71f2a61060d62484637: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_98fd1a104d3b8efb39e0: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_c2d88548b7b20d77cffc: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_e2891f03ffebb03706da: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_533e308d7d56aa589cd3: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_119156fdf3f45e10359b: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_37c238303af800d8c24b: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_706bf133a6b26e2845fb: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_fc8e20236419c8cb22fa: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_f36fde71bc0e8af17a3f: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_3b8b58d98a9101af97dd: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_de309966015fe82cd75f: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_5d0388a425b2c24f85d6: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_6d5985bfa96f65c66e25: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_b064133b3e3fc497de63: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_b130f9e082ed4e0204c7: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_18202c1a148a06fb6953: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_f3f480329f31bc8b9e64: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_b5822d9ee341777e3d6d: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_661263fe16df63f45018: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_04774c8d3d6cc0a03238: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_4a4c703bb9a264030f20: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_44a39075a16fa22fefd5: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_336e3358bd424fa616fc: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_e2c38c992b69f70c9fb5: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_e62690272229552607a8: missing PASS predecessor TR_4ef44af0f84d0624214f', 'TR_752f3a6da57a25c86489: missing PASS predecessor TR_4ef44af0f84d0624214f', 'TR_62a6ac4866f7b7f9e912: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_35c215b8070a262f10ad: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_5afaaa5c9752f995c455: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_ad4b1590707ec75e84ce: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_997ddd7c4d109f97e4ee: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_9d4ae19f3fe699902ae3: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_318c443145d65f077147: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_601dbe2463dae88de251: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_36630e56c2ad0830043d: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_c7460a9f114614c5e822: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_7043e6044dfba4ffa87a: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_addd57e4b2529e11d744: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_60901eb5c4821d339c1e: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_4e8c407a0714886f0e8c: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_e06d18f2fa6892d90329: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_7afe6d4c61d83384690a: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_849ba708b378100358c9: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_7fda3719e5a7f42ceda9: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_d491cd713d3258dc8db9: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_eebb5d48654e6a61d345: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_6c896de82da6e03293ba: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_60fc99e7638fb310f40f: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_89555b32801fbe586834: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_17b47fb2c56359afbab6: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_ffe8c3debbf295f4d003: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_71790d130907be945fcc: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_cdb3d6953b9eb0f1cf0c: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_bf2d1d02a4acc6008a55: missing PASS predecessor TR_4ef44af0f84d0624214f', 'TR_64515e871e2e78035e60: missing PASS predecessor TR_4ef44af0f84d0624214f', 'TR_66f7fda602b164f8c8de: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_86949b26a51b5be62482: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_75c3e9acae7dd15e7a2c: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_2926774e09abe9fbc77c: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_3066f54f0ed0c23dc21d: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_757e1dc4dec7cbf09a55: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_72388b57fbead0fbefa4: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_e2c929f14aecb418675d: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_742a805989ea22b68a04: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_71d5105e9ede26a9d930: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_a487e714a61e2e120b07: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_ec9639e6389f6cd5fcab: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_4898cf1f68208623baa8: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_6b828adc3be70f132d85: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_475eb60cea85e61852fa: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_bd4fa24edb5932ddaaff: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_0b247c83d6b7951a9e51: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_d3505af4a8a4c12de2fd: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_2cd44f0d7b1cf2ebab36: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_2f7d049720e05450561e: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_a19b84454be2b788cddd: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_bf28e3baf50cd70787c2: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_8df26ed9093e781e5a31: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_68ce86bbefce4ad64bcc: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_ce0480088b3e94b7de3f: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_556c20ae18901af4c9c3: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_4b105c3e77b059ba7331: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_b544b00431c94b8cb996: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_324c75213a5fd8ffaf45: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_c5a91fe44350308a8c52: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_9908921844d8ace03100: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_46198c2540c834723948: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_a173eeb3b17a446f3440: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_6abb8bbbd84167bc808d: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_74998d5037c72cbe868d: missing PASS predecessor TR_886c4aef0e160c2600d2', 'TR_85932c6df111ee82c633: missing PASS predecessor TR_886c4aef0e160c2600d2', 'duplicate or blank receipt_id: TR_53f4fbabc2241b5b9263', 'duplicate or blank receipt_id: TR_8789ebba1f5d0bfe27d1', 'duplicate or blank receipt_id: TR_a7fc0502d1af0ff901b5'] expected []"
c9ab233e5a3145c5ba93b1418a0ab4e0,corpus-publication,python instructions/01-pdf-extraction-csv/workflow.py publish --scope active,PASS,2026-09-07T21:40:57+00:00,Stage completed; output receipts record data changes
0c977745c15845fcba300769285680ea,extraction-scope,"read the active worklists and their finals; record assigned, finished, unfinished, and backlog rows against the published backlog ledger",PASS,2026-09-07T21:40:58+00:00,Stage completed; output receipts record data changes
48c2d2791e7e476f8ba9eab328ed2653,raw-combination,python -m src.pipeline.combine_extracted_raw,PASS,2026-09-07T21:40:59+00:00,Stage completed; output receipts record data changes
78df8429c3f34c4cb20287ce21bf9817,round-publication-verification,verify raw core fields; hold extractor_model attribution across publications,PASS,2026-09-07T21:41:01+00:00,Stage completed; output receipts record data changes
81c00cfd3598469b87a17a39df07a1b8,normalization-gates,source_review; name_normalization check; fund_attributes conflicts --strict; matrices --check,PASS,2026-09-07T21:41:07+00:00,Stage completed; output receipts record data changes
e4bf1c248f564723920fa30eadc986ff,flatten,python -m src.flatten.flatten_extracted,PASS,2026-09-07T21:41:09+00:00,Stage completed; output receipts record data changes
4e187994a6d842488f4bce862cca8281,extraction-review,python -m src.pipeline.build_extraction_review; render_image_corpus.py --manifest-only,PASS,2026-09-07T21:41:24+00:00,Stage completed; output receipts record data changes
931d1b8262994c7985ea505438a4ef99,wide,python -m src.flatten.pivot_wide,PASS,2026-09-07T21:41:26+00:00,Stage completed; output receipts record data changes
58f7e3bc3b204a5c840369b3661a184f,extracted-database,python -m src.flatten.load_star,PASS,2026-09-07T21:41:51+00:00,Stage completed; output receipts record data changes
1acf40e55d944bdc9e254496eb205513,attribute-audit,python -m src.catalog.simple_pdf_extraction.fund_attributes apply,PASS,2026-09-07T21:41:53+00:00,Stage completed; output receipts record data changes
f24b2853bece4e3eb64d8a6bdcd2d09e,fund-model-promotion,python -m src.load.promote_extracted_to_fund_level,PASS,2026-09-07T21:41:56+00:00,Stage completed; output receipts record data changes
1441a6380b114e70895048abf912d433,promotion-gate,python -m src.load.validate_round02_promotion,PASS,2026-09-07T21:41:58+00:00,Stage completed; output receipts record data changes
c156f3d83a4f45a0acdb18923d89a26d,extracted-fund-level-snapshot,python -m src.pipeline.build_integrated_universe --snapshot-only,PASS,2026-09-07T21:41:58+00:00,Stage completed; output receipts record data changes
4a6c8125957a47a39bce17ccc5fa57fd,integrated-completion,python -m src.pipeline.build_integrated_universe,PASS,2026-09-07T21:42:13+00:00,Stage completed; output receipts record data changes
07d3c0a6a8674331ba38dc9c40eeea1d,benchmark-rights-gate,python -m src.load.validate_round02_promotion,PASS,2026-09-07T21:42:14+00:00,Stage completed; output receipts record data changes
8ffee9de29a34a639e7a81b11b02d401,quality,python -m src.quality.run_fund_checks --run-id INTEGRATED_QC_V1,PASS,2026-09-07T21:42:17+00:00,Stage completed; output receipts record data changes
61403efd48394ca6a90d3f5c660ab17b,extracted-only-quality,python -m src.quality.run_fund_checks --run-id EXTRACTED_QC_V1,PASS,2026-09-07T21:42:21+00:00,Stage completed; output receipts record data changes
700caf879c164e5a80a05eec8e69b069,extracted-only-analytics,python -m src.analytics.run_extracted_analytics,PASS,2026-09-07T21:42:24+00:00,Stage completed; output receipts record data changes
5b9a15879ee84615898e9a6c6a54da8d,analytics,python -m src.analytics.run_integrated_analytics,PASS,2026-09-07T21:42:33+00:00,Stage completed; output receipts record data changes
3d5cc48a2b8a4ae28fca1cac91f0ec77,reviewer-publication,python -m src.pipeline.build_reviewer_publication,PASS,2026-09-07T21:42:44+00:00,Stage completed; output receipts record data changes
f13516ad543a4296a3bb017473faca09,fund-model-database,python -m src.load.load_csv_to_duckdb --rebuild,PASS,2026-09-07T21:43:03+00:00,Stage completed; output receipts record data changes
d90f7b8c88224904a9ce50c22d88f2c5,source-catalog,python -m src.repository.build_release_audit --verify-inputs,PASS,2026-09-07T21:43:41+00:00,442 catalogued PDFs matched their source entries and physical page counts
dd130423dc034d6f87c380d63bceb174,document-preparation,python -m src.repository.build_release_audit --verify-inputs,PASS,2026-09-07T21:43:42+00:00,"36 assigned documents; 693 pages; text, images, and grids present"
eff8e9c396514db98528ac3b68b688b7,blind-extraction,python -m src.repository.build_release_audit --verify-inputs,PASS,2026-09-07T21:43:42+00:00,72 retained proposal sets; 15760 rows; complete page and row-count records. Original proposals remain unchanged; current field semantics are checked on adjudicated finals.
37f35818e3284aadaa04f4b4b35a8de3,adjudication,python -m src.repository.build_release_audit --verify-inputs,PASS,2026-09-07T21:43:51+00:00,"36 adjudicated documents; 8613 final records; source, field, and page-completeness checks passed"
98c15500189c4e25b4f282207c5dfbf1,reviewer-check,python -m src.pipeline.reviewer_check,PASS,2026-09-07T21:43:52+00:00,Closing data checks passed; 2 documented observation(s)
194992fe29b14620938cc1507d5f4daf,repository-and-tests,python -m src.repository.build_release_audit --verify-repository,FAIL,2026-09-07T22:01:53+00:00,"ValueError: -m pytest -q -p no:cacheprovider failed (1): in {line.strip()[:90]!r}"")
>       self.assertEqual(findings, [], ""\n"" + ""\n"".join(findings[:40]))
E       AssertionError: Lists differ: [""docs/FINAL-RELEASE-AUDIT.md:18 [certaint[569 chars]e,'""] != []
E
E       First list contains 4 additional elements.
E       First extra element 0:
E       ""docs/FINAL-RELEASE-AUDIT.md:18 [certainty vocabulary] 'exact' in '| Source quality | All source and generated failures are checked; two exact SRC060 source-'""
E
E       Diff is 669 characters long. Set self.maxDiff to None to see it. :
E       docs/FINAL-RELEASE-AUDIT.md:18 [certainty vocabulary] 'exact' in '| Source quality | All source and generated failures are checked; two exact SRC060 source-'
E       docs/SYNTHETIC-DATA-AND-QUALITY.md:20 [certainty vocabulary] 'exact' in '| Release refusal | Every source and generated failure blocks publication unless a source-'
E       PROCESS.md:47 [certainty vocabulary] 'exact' in '| 110 | Integrated quality | Every source and generated failure blocks release unless an e'
E       README.md:43 [certainty vocabulary] 'exact' in '| Financial identities | Checks reconcile paid-in capital, distributions, net asset value,'

tests\test_editorial_prose.py:162: AssertionError
____________ test_manifest_has_one_self_row_without_recursive_hash ____________

    def test_manifest_has_one_self_row_without_recursive_hash() -> None:
        with OUTPUT.open(encoding=""utf-8-sig"", newline="""") as handle:
            rows = list(csv.DictReader(handle))
        self_rows = [row for row in rows if row[""path""] == ""docs/PROJECT-MANIFEST.csv""]
        assert len(self_rows) == 1
        assert self_rows[0][""entry_type""] == ""file""
        assert self_rows[0][""sha256""] == """"
        # Both reviewer pages render the manifest, so it lists them unhashed;
        # otherwise each rebuild would invalidate the manifest they embed.
        for page in (""dashboard.html"", ""dashboard-field-guide.html""):
            page_rows = [row for row in rows if row[""path""] == page]
>           assert len(page_rows) == 1
E           assert 0 == 1
E            +  where 0 = len([])

tests\test_project_structure.py:54: AssertionError
_________________________ test_live_project_structure _________________________

    def test_live_project_structure() -> None:
>       assert validate(verify_hashes=False) == []
E       AssertionError: assert ['manifest si...rrections.py'] == []
E
E         Left contains one more item: 'manifest size mismatch: tests/test_pipeline_corrections.py'
E         Use -v to get more diff

tests\test_project_structure.py:60: AssertionError
=========================== short test summary info ===========================
FAILED tests/test_editorial_prose.py::EditorialProseTests::test_no_banned_prose_in_markdown
FAILED tests/test_project_structure.py::test_manifest_has_one_self_row_without_recursive_hash
FAILED tests/test_project_structure.py::test_live_project_structure - Asserti...
3 failed, 628 passed in 626.71s (0:10:26)
 "
c4e883a817ed49c794b03189c61c402b,corpus-publication,python instructions/01-pdf-extraction-csv/workflow.py publish --scope active,PASS,2026-09-07T22:05:44+00:00,Stage completed; output receipts record data changes
43d568181e3b415598c6c09fd7e05cfa,extraction-scope,"read the active worklists and their finals; record assigned, finished, unfinished, and backlog rows against the published backlog ledger",PASS,2026-09-07T22:05:46+00:00,Stage completed; output receipts record data changes
1ed686f07df648438aa5710d74de01ca,raw-combination,python -m src.pipeline.combine_extracted_raw,PASS,2026-09-07T22:05:48+00:00,Stage completed; output receipts record data changes
d18664dba2674e55889ddb6344c3772a,round-publication-verification,verify raw core fields; hold extractor_model attribution across publications,PASS,2026-09-07T22:05:50+00:00,Stage completed; output receipts record data changes
fd80328e48934097b4f1ee7ca592c630,normalization-gates,source_review; name_normalization check; fund_attributes conflicts --strict; matrices --check,PASS,2026-09-07T22:05:56+00:00,Stage completed; output receipts record data changes
a95e32cdbabe4f26830f13330c898044,flatten,python -m src.flatten.flatten_extracted,PASS,2026-09-07T22:06:00+00:00,Stage completed; output receipts record data changes
7bc8cedd3154452b80693338d1cbd2bc,extraction-review,python -m src.pipeline.build_extraction_review; render_image_corpus.py --manifest-only,PASS,2026-09-07T22:06:19+00:00,Stage completed; output receipts record data changes
66b58ba548d84431940d1b1b5f9756fb,wide,python -m src.flatten.pivot_wide,PASS,2026-09-07T22:06:23+00:00,Stage completed; output receipts record data changes
41395032a26647078bcd9bf0bda41119,extracted-database,python -m src.flatten.load_star,PASS,2026-09-07T22:06:56+00:00,Stage completed; output receipts record data changes
87d6c6742a1f49c59c0fd2b8810c2715,attribute-audit,python -m src.catalog.simple_pdf_extraction.fund_attributes apply,PASS,2026-09-07T22:06:58+00:00,Stage completed; output receipts record data changes
432994727b734231a5f8797c3a623791,fund-model-promotion,python -m src.load.promote_extracted_to_fund_level,PASS,2026-09-07T22:07:03+00:00,Stage completed; output receipts record data changes
73e28780fa5148f9a32d124e0a6637ff,promotion-gate,python -m src.load.validate_round02_promotion,PASS,2026-09-07T22:07:05+00:00,Stage completed; output receipts record data changes
3263062523dc4f4fbf48d74cf1cf6db4,extracted-fund-level-snapshot,python -m src.pipeline.build_integrated_universe --snapshot-only,PASS,2026-09-07T22:07:06+00:00,Stage completed; output receipts record data changes
a4fe1bcd3078499a897b262ebd2788cb,integrated-completion,python -m src.pipeline.build_integrated_universe,PASS,2026-09-07T22:07:23+00:00,Stage completed; output receipts record data changes
a8ee9301b53d46a5a0bb4218446848be,benchmark-rights-gate,python -m src.load.validate_round02_promotion,PASS,2026-09-07T22:07:25+00:00,Stage completed; output receipts record data changes
9935e4628678457788b52c3c26addd7e,quality,python -m src.quality.run_fund_checks --run-id INTEGRATED_QC_V1,PASS,2026-09-07T22:07:27+00:00,Stage completed; output receipts record data changes
197e8811f5c847b081884b8f5310a3b2,extracted-only-quality,python -m src.quality.run_fund_checks --run-id EXTRACTED_QC_V1,PASS,2026-09-07T22:07:29+00:00,Stage completed; output receipts record data changes
d7ba0c281cce4e7d98514408f7fc4829,extracted-only-analytics,python -m src.analytics.run_extracted_analytics,PASS,2026-09-07T22:07:30+00:00,Stage completed; output receipts record data changes
f448beb3f82644b8b8fc060d024ceec1,analytics,python -m src.analytics.run_integrated_analytics,PASS,2026-09-07T22:07:36+00:00,Stage completed; output receipts record data changes
f4fa12c28bd54ff69df0cc4c773ce55a,reviewer-publication,python -m src.pipeline.build_reviewer_publication,PASS,2026-09-07T22:07:45+00:00,Stage completed; output receipts record data changes
be8e8e2de07443eeb4b34367cb71bbc0,fund-model-database,python -m src.load.load_csv_to_duckdb --rebuild,FAIL,2026-09-07T22:08:06+00:00,ReleaseError: 140 fund-model-database: PermissionError: [WinError 5] Access is denied: 'C:\\Users\\Moses\\Alts-ETL-Analytics-Project\\data\\warehouse\\.alts.duckdb.building' -> 'C:\\Users\\Moses\\Alts-ETL-Analytics-Project\\data\\warehouse\\alts.duckdb'
fcbf6ebbc429410eac100f634be558d3,fund-model-database,python -m src.load.load_csv_to_duckdb --rebuild,PASS,2026-09-07T22:19:50+00:00,Stage completed; output receipts record data changes
3cf6797af2554fea8153eee7a3ff9c64,reviewer-check,python -m src.pipeline.reviewer_check,PASS,2026-09-07T22:20:29+00:00,Closing data checks passed; 2 documented observation(s)
dcc762df33504deeb6aeece023413754,repository-and-tests,python -m src.repository.build_release_audit --verify-repository,PASS,2026-09-07T22:32:34+00:00,"PASS: 3131 files, 200 directories, folder guides, manifest and SHA-256; PASS: every project path passed its file, manifest, README, Git-policy, and source-ledger checks; 634 passed in 548.10s (0:09:08)"
0ab2667927944cb7950e45e94c76a96a,corpus-publication,python instructions/01-pdf-extraction-csv/workflow.py publish --scope active,PASS,2026-09-14T00:49:23+00:00,Stage completed; output receipts record data changes
d88dc314a5224f2f9a392842cab4cf89,extraction-scope,"read the active worklists and their finals; record assigned, finished, unfinished, and backlog rows against the published backlog ledger",PASS,2026-09-14T00:49:25+00:00,Stage completed; output receipts record data changes
446134413a99405fa927db943528f528,raw-combination,python -m src.pipeline.combine_extracted_raw,PASS,2026-09-14T00:49:27+00:00,Stage completed; output receipts record data changes
96670a02a78440f0aac6e72db5807860,round-publication-verification,verify raw core fields; hold extractor_model attribution across publications,PASS,2026-09-14T00:49:30+00:00,Stage completed; output receipts record data changes
32cda1e0a30f46a7aa0dd273649e153b,normalization-gates,source_review; name_normalization check; fund_attributes conflicts --strict; matrices --check,PASS,2026-09-14T00:49:41+00:00,Stage completed; output receipts record data changes
f134bf0263024074a405de1ef28924c9,flatten,python -m src.flatten.flatten_extracted,PASS,2026-09-14T00:49:46+00:00,Stage completed; output receipts record data changes
043361b8af1046669781f101ac594b29,extraction-review,python -m src.pipeline.build_extraction_review; render_image_corpus.py --manifest-only,PASS,2026-09-14T00:50:08+00:00,Stage completed; output receipts record data changes
03938d02935744428abc2326bcf6dd5f,wide,python -m src.flatten.pivot_wide,PASS,2026-09-14T00:50:12+00:00,Stage completed; output receipts record data changes
d9691d19d4e740c092371ed0d2430e7f,extracted-database,python -m src.flatten.load_star,PASS,2026-09-14T00:50:50+00:00,Stage completed; output receipts record data changes
41efc4281aaf4df28dd3af8f7f5b67c6,attribute-audit,python -m src.catalog.simple_pdf_extraction.fund_attributes apply,PASS,2026-09-14T00:50:52+00:00,Stage completed; output receipts record data changes
81c0fafdcad84ec48cabcb472c304d30,fund-model-promotion,python -m src.load.promote_extracted_to_fund_level,PASS,2026-09-14T00:50:57+00:00,Stage completed; output receipts record data changes
c9126c4f0ef74683810f1158eff96b41,normalized-holdings,python -m src.load.build_normalized_holdings,PASS,2026-09-14T00:51:00+00:00,Stage completed; output receipts record data changes
b1d199e146ec421a9f04650e688dee32,normalized-holdings-check,python -m src.load.validate_normalized_holdings,PASS,2026-09-14T00:51:07+00:00,Stage completed; output receipts record data changes
3349656725db4510b788f8a3a44fdafe,promotion-gate,python -m src.load.validate_round02_promotion,PASS,2026-09-14T00:51:09+00:00,Stage completed; output receipts record data changes
eb80a8f4267e4b8eab24767e3383faf1,extracted-fund-level-snapshot,python -m src.pipeline.build_integrated_universe --snapshot-only,PASS,2026-09-14T00:51:13+00:00,Stage completed; output receipts record data changes
47bbb8acf6cc47219e39b9e5dbb6596b,integrated-completion,python -m src.pipeline.build_integrated_universe,PASS,2026-09-14T00:51:50+00:00,Stage completed; output receipts record data changes
d44a6f7e52b94f9789072666b00e6e8b,benchmark-rights-gate,python -m src.load.validate_round02_promotion,PASS,2026-09-14T00:51:52+00:00,Stage completed; output receipts record data changes
