"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_C289D59287E8EA31026D46D0","MERGE","metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Difference","Since Inception","1","other_printed_scope","Difference","Real Estate","Public Real Estate","","","","","","","","December 31, 2020","Since Inception","","alpha","Difference","0.17%","%","","","","","Difference 2.16% (1.13%) (0.66%) (0.37%) (1.20%) 0.17%","actual","","",""
"PAIR_0461055DCCB266899FC793E1","MERGE","metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Difference","Since Inception","2","other_printed_scope","Difference","Real Estate","Private Real Estate","","","","","","","","December 31, 2020","Since Inception","","alpha","Difference","0.76%","%","","","","","Difference 5.70% 1.21% 4.34% 4.79% 4.22% 0.76%","actual","","",""
"PAIR_263EE2D1EE6696AD0C221DEB","MERGE","metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Difference","Since Inception","3","other_printed_scope","Difference","Real Estate","Real Estate","","","","","","","","December 31, 2020","Since Inception","","alpha","Difference","2.20%","%","","","","","Difference 7.47% (2.97%) 2.12% 2.37% 2.34% 2.20%","actual","","",""
"PAIR_960082DFFFC31372D20275BB","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","1 Year","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","1 Year","","return","Net Time Weighted Returns","(16.71%)","%","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_C46EA8543892268A2B65F396","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","3 Year","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","3 Year","","return","Net Time Weighted Returns","6.29%","%","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_F8979DFF1CA8117E1D5172B4","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","Commitment","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","$","commitment","Commitment","$99,500,000","","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_8BF30556741366AFAD1E3E4D","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","DPI","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","","dpi","DPI","0.00","","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_5D6E09CD36E421FD45055257","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","Market Value","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","$","nav","Market Value","$51,856,061","","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_8706DD4CFD6D1C1D841EAA06","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. PIC is paid_in_capital, never moic: the disambiguation table names the printed label PIC explicitly. The page prints it under a Multiples banner, which is why one lane typed it a multiple. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","PIC","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","","paid_in_capital","PIC","0.39","","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_0F41D9FE430ADF31DDC71798","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","Qtr","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","Qtr","","return","Net Time Weighted Returns","3.86%","%","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_032C219B0B18254D1EB3C1A1","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","RVPI","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","","rvpi","RVPI","1.33","","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_BB7064888C66DB3B636D3E6F","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","Since Inception","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","Since Inception","","return","Net Time Weighted Returns","37.36%","%","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_F806B0DD21B12CE3072EA8DC","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","SI IRR","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","Since Inception","","irr","SI IRR","17.23%","%","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_3E95BB12A6A885A1729064CD","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","TVPI","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","","tvpi","TVPI","1.33","","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_2CF29CF6C2014A3A75304E7E","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Edgewood Partners, L.P.","Unfunded","1","fund","Edgewood Partners, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","$","unfunded_commitment","Unfunded","$61,412,664","","","","","","Edgewood Partners, L.P. $99,500,000 $61,412,664 $51,856,061 3.86% (16.71%) 6.29% N/A N/A 37.36% 17.23% 2/15/2017 1.33 1.33 0.00 0.39","actual","","",""
"PAIR_CD128F1683A5BA84AE8AA1F2","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","1 Year","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","1 Year","","return","Net Time Weighted Returns","(25.86%)","%","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_9519F967DA8DE970D11867C0","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","3 Year","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","3 Year","","return","Net Time Weighted Returns","(11.36%)","%","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_26A6BBB9BBE47BD1B1B1EFA5","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","5 Year","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","5 Year","","return","Net Time Weighted Returns","(5.30%)","%","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_2E00D734E2EE582732A65558","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","7 Year","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","7 Year","","return","Net Time Weighted Returns","(3.97%)","%","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_26DF268986D773D9ADCAE939","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","Commitment","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","$","commitment","Commitment","25,000,000","","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_41FEA6253235B8FF6AFC972A","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","DPI","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","","dpi","DPI","1.37","","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_5312706BA8CCF0CB2C05D885","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","Market Value","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","$","nav","Market Value","189,563","","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_F78DCC65935E228F9EA60C95","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. PIC is paid_in_capital, never moic: the disambiguation table names the printed label PIC explicitly. The page prints it under a Multiples banner, which is why one lane typed it a multiple. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","PIC","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","","paid_in_capital","PIC","0.99","","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_A399077389ED18143B0CB1F6","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","Qtr","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","Qtr","","return","Net Time Weighted Returns","(2.02%)","%","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_DAB2FBC1956810BFBCC67BEC","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","RVPI","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","","","rvpi","RVPI","0.01","","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_FEF8B0276CF0A20A4E0DE65A","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. metric_name: rows are entities and columns are periods, so the metric is the measure the table itself names in its printed wording, 'Net Time Weighted Returns' — never the period (which is the horizon) and never a singularised trim of the banner. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","Since Inception","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","Since Inception","","return","Net Time Weighted Returns","(0.69%)","%","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
"PAIR_F555FF4A600E0287A6C4C37A","MERGE","subject_type classifies what subject_name names: a named vehicle ('... , L.P.', an SMA, an LLC) is fund; a total or subtotal line is the owner's aggregate, so portfolio; an index is benchmark. A whole schedule typed investment means the label was not read. evidence_quote takes the full printed line over the bare value: the line proves this number, the bare digits prove only that they occur somewhere on the page.","2026-08-22.2","SRC457","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","9","TABLE","Investment Detail","Investment Detail","Greenfield Acquisition Partners V, L.P.","SI IRR","1","fund","Greenfield Acquisition Partners V, L.P.","Real Estate","Opportunistic","","","","","","","","December 31, 2020","Since Inception","","irr","SI IRR","8.33%","%","","","","","Greenfield Acquisition Partners V, L.P. 25,000,000 350,000 189,563 (2.02%) (25.86%) (11.36%) (5.30%) (3.97%) (0.69%) 8.33% 4/4/2008 1.37 0.01 1.37 0.99","actual","","",""
