"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","definition_keys","method","fee_basis","value_scope","sector"
"PAIR_FDAD9631114AF97C2C5FAA6C","ACCEPT_B","Industry Diversification legend: FIGURE, printed title without the footnote marker, metric_name from the table's measure name, section heading printed on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_9240A7647876235F6F5FBB3C","MERGE","ABDC Summary Statistics is composition by bucket with a weight against each, so allocation_observation/actual_allocation, not fund_economics_observation/ownership_percentage. Section heading printed on page-003.png. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","ABDC Summary Statistics","Level 2 Investments as a % of investments at fair value","UNLABELED_COLUMN_1","1","asset_class","Level 2 Investments as a % of investments at fair value","","","","","","","","","","March 31, 2026","","","actual_allocation","Level 2 Investments as a % of investments at fair value","~10%","%","","","","","Level 2 Investments as a % of investments at fair value(12) ~10%","actual","","","","12","","","",""
"PAIR_F459FABFB5C9FF4D2F69E332","REJECT","Median LTM EBITDA $90M is a borrower operating metric, not the fund's net asset value; nav is wrong and no allowed Quarterly_Report category covers borrower EBITDA.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_70BAD0324DE24F2DC2D3CB3C","MERGE","ABDC Summary Statistics is composition by bucket, so allocation_observation/actual_allocation; non-accruals at cost is a share of the portfolio, not an income amount, so B's income is wrong. Section heading printed on page-003.png.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","ABDC Summary Statistics","Non-accruals (at cost)","UNLABELED_COLUMN_1","1","other_printed_scope","Non-accruals (at cost)","","","","","","","","","","March 31, 2026","","","actual_allocation","Non-accruals (at cost)","0.03%","%","","","","","Non-accruals (at cost) 0.03%","actual","","","","","","","",""
"PAIR_E36A62C95A31ECAF6D94C67A","ACCEPT_B","Industry Diversification legend: FIGURE, printed title without the footnote marker, metric_name from the table's measure name, section heading printed on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_BD53136E0EE607F3E47D1BE9","ACCEPT_B","Industry Diversification legend: FIGURE, printed title without the footnote marker, metric_name from the table's measure name, section heading printed on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_F72CCDBEB02EE18FF2FE9F47","MERGE","ABDC Summary Statistics is composition by bucket, so allocation_observation/actual_allocation; a percentage share of investment income is a share, not an income amount, so B's income is wrong. Section heading printed on page-003.png.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","ABDC Summary Statistics","PIK as a % of total investment income","UNLABELED_COLUMN_1","1","other_printed_scope","PIK as a % of total investment income","","","","","","","","","","March 31, 2026","","","actual_allocation","PIK as a % of total investment income","1.5%","%","","","","","PIK as a % of total investment income 1.5%","actual","","","","","","","",""
"PAIR_A86D81B68B4C828F6ED821DA","ACCEPT_B","Industry Diversification legend: FIGURE, printed title without the footnote marker, metric_name from the table's measure name, section heading printed on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_0F9ED4EB501ADAD3773C7F46","REJECT","The Risk Rating Distribution # Borrowers column is a count of borrowers per rating bucket. position_observation/quantity requires one named individual security or holding, and a rating bucket is not one; allocation_observation permits only market_value, actual_allocation and target_allocation. No allowed category covers a borrower count. Applied to all five rating rows.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A28CA14AB0E109B1FEB7973D","MERGE","B typed the % Commits column position_observation/portfolio_weight, but position_observation needs one named individual holding and a risk-rating bucket is not one; commitment share by bucket is allocation_observation/actual_allocation, which A has. B is right that the structure is a donut figure, that the printed title carries no footnote marker, and that with entity rows under a printed leaf header the metric_name is % Commits. Section heading printed on page-003.png. Applied to all five rating rows. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","FIGURE","1Q 2026 PORTFOLIO UPDATE","Risk Rating Distribution","Risk Rating A","% Commits","1","other_printed_scope","Risk Rating A","","","","","","","","","","March 31, 2026","","","actual_allocation","% Commits","~98%","%","","","","","Risk Rating A ~98% 283","actual","","","","11","","","",""
"PAIR_9559DC188AECCD118D482175","REJECT","Risk Rating Distribution # Borrowers count: no allowed Quarterly_Report category covers a borrower count, and a rating bucket is not a named position.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_265ED77A57FABD07A306037E","MERGE","Commitment share by rating bucket is allocation_observation/actual_allocation, not position_observation/portfolio_weight; a rating bucket is not a named holding. FIGURE, printed title without the footnote marker, metric_name from the printed leaf header, section heading printed. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","FIGURE","1Q 2026 PORTFOLIO UPDATE","Risk Rating Distribution","Risk Rating B","% Commits","1","other_printed_scope","Risk Rating B","","","","","","","","","","March 31, 2026","","","actual_allocation","% Commits","~1%","%","","","","","Risk Rating B ~1% 21","actual","","","","11","","","",""
"PAIR_4EACF17A2821BF5E4B592132","REJECT","Risk Rating Distribution # Borrowers count: no allowed Quarterly_Report category covers a borrower count, and a rating bucket is not a named position.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_4DD659E5C5A999824DC70407","MERGE","Commitment share by rating bucket is allocation_observation/actual_allocation, not position_observation/portfolio_weight. FIGURE, printed title without the footnote marker, metric_name from the printed leaf header, section heading printed. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","FIGURE","1Q 2026 PORTFOLIO UPDATE","Risk Rating Distribution","Risk Rating C","% Commits","1","other_printed_scope","Risk Rating C","","","","","","","","","","March 31, 2026","","","actual_allocation","% Commits","~1%","%","","","","","Risk Rating C ~1% 14","actual","","","","11","","","",""
"PAIR_3F145686BB5D26BD99EFEFEB","REJECT","Risk Rating Distribution # Borrowers count: no allowed Quarterly_Report category covers a borrower count, and a rating bucket is not a named position. page-003.png prints <1% and 1 in separate columns; the candidate value carries a percent sign the printed count does not have, which is a further reason it cannot publish.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_4AC13E2A71D073464A8BE356","MERGE","Commitment share by rating bucket is allocation_observation/actual_allocation, not position_observation/portfolio_weight. FIGURE, printed title without the footnote marker, metric_name from the printed leaf header, section heading printed. page-003.png prints <1% in this cell. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","FIGURE","1Q 2026 PORTFOLIO UPDATE","Risk Rating Distribution","Risk Rating D","% Commits","1","other_printed_scope","Risk Rating D","","","","","","","","","","March 31, 2026","","","actual_allocation","% Commits","<1%","%","","","","","Risk Rating D <1% 1","actual","","","","11","","","",""
"PAIR_83D8970B09F8709B7F247EFE","REJECT","Risk Rating Distribution # Borrowers count: no allowed Quarterly_Report category covers a borrower count, and a rating bucket is not a named position.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_49964E40430D034B35592D14","MERGE","Commitment share by rating bucket is allocation_observation/actual_allocation, not position_observation/portfolio_weight. FIGURE, printed title without the footnote marker, metric_name from the printed leaf header, section heading printed. page-003.png prints <1% in this cell. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","FIGURE","1Q 2026 PORTFOLIO UPDATE","Risk Rating Distribution","Risk Rating E","% Commits","1","other_printed_scope","Risk Rating E","","","","","","","","","","March 31, 2026","","","actual_allocation","% Commits","<1%","%","","","","","Risk Rating E <1% 4","actual","","","","11","","","",""
"PAIR_4E401D6D6EB2D3B6952CF41F","ACCEPT_B","Industry Diversification legend: FIGURE, printed title without the footnote marker, metric_name from the table's measure name, section heading printed on page-003.png.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_F24CCA1405FC5256EA3E90F1","MERGE","A skipped this cell as redundant with the page-1 Investments figure, but one populated eligible value cell is one row and page 3 prints its own Total investments $2.1B. B found it but typed it nav, which is wrong: the fund reports NAV Per Share separately and carries 1.12x net leverage. In an allocation_observation table the portfolio's stated value is market_value. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","allocation_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","ABDC Summary Statistics","Total investments","UNLABELED_COLUMN_1","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","March 31, 2026","","$ billions","market_value","Total investments","$2.1B","","","","","","Total investments $2.1B","actual","","","","","","","unstated",""
"PAIR_6FF4258B744645A0E91770D5","REJECT","Weighted average cash spread 4.8% is a spread over the base rate, not an income amount; income is wrong and no allowed Quarterly_Report category covers a loan spread.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_AA64EB1E35C8F9958185B9CF","MERGE","B typed it fund_economics_observation/income and cited a quote that stops before the printed percent sign; page-003.png prints 8.5%. A weighted average investment yield is performance_observation/yield, which A has right. Only source_section was missing.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","performance_observation","3","TABLE","1Q 2026 PORTFOLIO UPDATE","ABDC Private Credit Portfolio Borrower Statistics","Weighted average investment yield","UNLABELED_COLUMN_1","1","fund","Antares Private Credit Fund (ABDC)","","","","","","","","","","March 31, 2026","","","yield","Weighted average investment yield","8.5%","%","","","","","Weighted average investment yield 8.5%","actual","","","","","","","",""
"PAIR_9AEB633C9CC30B6158D8E0CE","REJECT","Weighted average loan-to-value 36.0% is a loan-to-value ratio, not an ownership stake; ownership_percentage is wrong and no allowed Quarterly_Report category covers LTV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_060766523C8E3F4B420AA53A","REJECT","Weighted average sr. net leverage 5.4x is a leverage multiple, not an ownership stake; ownership_percentage is wrong and no allowed Quarterly_Report category covers leverage.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_62CEB849CED0EB20DCAA71F6","REJECT","page-004.png prints Antares Loss Rate 0.07% in the ANTARES ADVANTAGE panel. It measures the Antares platform, not the reporting entity ABDC, and a credit loss rate is not a yield; no allowed Quarterly_Report category covers it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_000018128659278812360EDB","REJECT","page-004.png prints Average Selection Rate ~4% as an Antares platform statistic, not a measure of ABDC, and a deal selection rate is not a yield; no allowed Quarterly_Report category covers it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_31D928762634C5FA61D6A1B1","REJECT","page-004.png prints Avg. Annual Originations Volume ~$21B as an Antares platform statistic, not a measure of ABDC, and origination volume is not a commitment to the fund; no allowed Quarterly_Report category covers it.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_CB39719665564E96A488EB00","REJECT","page-004.png prints Deals as Lead Lender 90%+ as an Antares platform statistic, not a measure of ABDC; a share of deal count is not a portfolio allocation bucket, so actual_allocation is wrong and no allowed category covers it. The candidate also drops the printed +.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_A5EE3EFCDD277F15C8DD2214","REJECT","page-004.png prints Deals with Existing Borrowers 70%+ as an Antares platform statistic, not a measure of ABDC; a share of deal count is not a portfolio allocation bucket, so actual_allocation is wrong and no allowed category covers it. The candidate also drops the printed +.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAIR_E1ACBC8A18C6D13C8EE9EAAD","MERGE","A declared page 4 NO_ELIGIBLE_DATA as an anonymised case study; the panel prints a real fund figure stated as fact, so the page is eligible and A was wrong. B found the cell but typed the borrower a portfolio and named it Software Borrower: a holding inside the vehicle is subject_type investment, and the printed name is Software Borrower Example. The case study is a ruled label/value table, so TABLE with UNLABELED_COLUMN_1, not NARRATIVE.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","1Q 2026 PORTFOLIO OVERVIEW (CONT’D)","Case Study: Software Borrower Example","Fund Commitment","UNLABELED_COLUMN_1","1","investment","Software Borrower Example","","","","","","","","","","March 31, 2026","","$ millions","commitment","Fund Commitment","$25.7M","","","","","","Fund Commitment: $25.7M (1.4% of total)","actual","","","","","","","",""
"PAIR_EAA0DA6B0AF2E295F8FC9F71","MERGE","Second populated value in the same printed cell. One table produces one family, so the case study stays fund_economics_observation and ownership_percentage is the only share category that family allows. Corrected as above: subject_type investment, printed name Software Borrower Example, TABLE with UNLABELED_COLUMN_1.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","4","TABLE","1Q 2026 PORTFOLIO OVERVIEW (CONT’D)","Case Study: Software Borrower Example","Fund Commitment","UNLABELED_COLUMN_1","2","investment","Software Borrower Example","","","","","","","","","","March 31, 2026","","","ownership_percentage","% of total","1.4%","%","","","","","Fund Commitment: $25.7M (1.4% of total)","actual","","","","","","","",""
"PAIR_5245AC632C63C4FF23358923","MERGE","Full printed table title from B; source_section blank because B's heading sits in the other column of page-005.png and does not govern this table; subject_name is the printed share class per subject_type fee_scope; as_of July 2025 is printed above the table.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","","Antares Private Credit Fund Fees and Expenses","Shareholder Servicing and/or Distribution Fees","Class D","1","fee_scope","Class D","","","","","","","","","","July 2025","","","fee","Shareholder Servicing and/or Distribution Fees","0.25%","%","","","","","0.85% 0.25% N/A","actual","","","","","","","",""
"PAIR_DDF1DB4C7E5D94B7FB1EEC2E","MERGE","Neither lane is complete. The full printed title is Antares Private Credit Fund Fees and Expenses, which B has and A ran together from the TXT. B's source_section imports a heading from the other column of page-005.png that does not govern this table, so the blank is right. With subject_type fee_scope the scope is the printed share class, so A's Class S is the more specific printed subject. B's as_of is right: the page prints that the supplement is current as at July 2025 above the table, and a date printed once governs the values under it. Applied to all eight fee cells.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","","Antares Private Credit Fund Fees and Expenses","Shareholder Servicing and/or Distribution Fees","Class S","1","fee_scope","Class S","","","","","","","","","","July 2025","","","fee","Shareholder Servicing and/or Distribution Fees","0.85%","%","","","","","0.85% 0.25% N/A","actual","","","","","","","",""
"PAIR_36C512C5697CC1DFB8BAED9D","MERGE","Both lanes transcribed the page-5 note under the fees table. Lane B's section heading and spaced table title are the printed wording (lane A's table title carried the text layer's fused spacing); lane A's condition_raw names the two expense rows the note governs.","2026-09-01.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","definition_context","5","FOOTNOTE","Additional Matters and Important Information for All Non-U.S. Investors","Antares Private Credit Fund Fees and Expenses","Total Annual Expenses","","1","","","","","","","","","","","","","","","","","","","","Please note there are other annual expenses which shareholders may be subject to. Please refer to the prospectus for additional information. Distributions are subject to modification or suspension and are not guaranteed in frequency or amount. Total Annual Expenses are listed as included within the Fund’s Prospectus filed with the SEC. Total Annual Expenses excluding interest expense are based on Annual Expenses as set forth above, exclusive of interest expense as included in the Fund’s Prospectus filed with the SEC.","","Total Annual Expenses; Total Annual Expenses (excluding interest expense)","Total Annual Expenses excluding interest expense are based on Annual","actual","","","","METHODOLOGY","","","",""
"PAIR_0B8DAE6A8943D323F028CB6F","MERGE","Full printed table title from B; source_section blank because B's heading does not govern this table; subject_name is the printed share class; as_of July 2025 is printed above the table. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","","Antares Private Credit Fund Fees and Expenses","Total Annual Expenses","Class D","1","fee_scope","Class D","","","","","","","","","","July 2025","","","fund_expense","Total Annual Expenses","9.89%","%","","","","","Total Annual Expenses 10.49% 9.89% 9.64%","actual","","","","METHODOLOGY","","","",""
"PAIR_00B08C2E8F481AEA85A70F37","MERGE","Full printed table title from B; source_section blank because B's heading does not govern this table; subject_name is the printed share class; as_of July 2025 is printed above the table. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","","Antares Private Credit Fund Fees and Expenses","Total Annual Expenses","Class I","1","fee_scope","Class I","","","","","","","","","","July 2025","","","fund_expense","Total Annual Expenses","9.64%","%","","","","","Total Annual Expenses 10.49% 9.89% 9.64%","actual","","","","METHODOLOGY","","","",""
"PAIR_7AC2E2C994EC26442EE1B70D","MERGE","Full printed table title from B; source_section blank because B's heading does not govern this table; subject_name is the printed share class; as_of July 2025 is printed above the table. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","","Antares Private Credit Fund Fees and Expenses","Total Annual Expenses","Class S","1","fee_scope","Class S","","","","","","","","","","July 2025","","","fund_expense","Total Annual Expenses","10.49%","%","","","","","Total Annual Expenses 10.49% 9.89% 9.64%","actual","","","","METHODOLOGY","","","",""
"PAIR_1EEBCC7441C0C4DADECB60BF","MERGE","Full printed table title from B; source_section blank; subject_name is the printed share class; as_of July 2025 printed above the table. A's quote carries more of the printed line than B's bare figures, so it is the one kept. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","","Antares Private Credit Fund Fees and Expenses","Total Annual Expenses (excluding interest expense)","Class D","1","fee_scope","Class D","","","","","","","","","","July 2025","","","fund_expense","Total Annual Expenses (excluding interest expense)","3.35%","%","","","","","(excluding interest 3.95% 3.35% 3.10%","actual","","","","METHODOLOGY","","","",""
"PAIR_49D96DF46E1E121500727C40","MERGE","Full printed table title from B; source_section blank; subject_name is the printed share class; as_of July 2025 printed above the table. A's quote carries more of the printed line than B's bare figures, so it is the one kept. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","","Antares Private Credit Fund Fees and Expenses","Total Annual Expenses (excluding interest expense)","Class I","1","fee_scope","Class I","","","","","","","","","","July 2025","","","fund_expense","Total Annual Expenses (excluding interest expense)","3.10%","%","","","","","(excluding interest 3.95% 3.35% 3.10%","actual","","","","METHODOLOGY","","","",""
"PAIR_FFE5837C1840DF44AF74A168","MERGE","Full printed table title from B; source_section blank; subject_name is the printed share class; as_of July 2025 printed above the table. A's quote carries more of the printed line than B's bare figures, so it is the one kept. Backfill 2026-09-01: qualifier columns filled from the lanes' agreed reading.","2026-08-22.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","","Antares Private Credit Fund Fees and Expenses","Total Annual Expenses (excluding interest expense)","Class S","1","fee_scope","Class S","","","","","","","","","","July 2025","","","fund_expense","Total Annual Expenses (excluding interest expense)","3.95%","%","","","","","(excluding interest 3.95% 3.35% 3.10%","actual","","","","METHODOLOGY","","","",""
"PAIR_D081AAB2924015571AC89384","MERGE","Backfill 2026-09-01: both lanes transcribed the numbered footnote identically; the quote keeps the printed marker and, where lane A recorded it, condition_raw names the table the footnote governs.","2026-09-01.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","definition_context","6","FOOTNOTE","Footnotes","Footnotes","1","","1","","","","","","","","","","","","","","","","","","","","As of April 30, 2026.","","","1. AsofApril30,2026.","actual","","","","1","","","",""
"PAIR_731CAFD998854FD37109B80A","MERGE","Backfill 2026-09-01: both lanes transcribed the numbered footnote identically; the quote keeps the printed marker and, where lane A recorded it, condition_raw names the table the footnote governs.","2026-09-01.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","definition_context","6","FOOTNOTE","Footnotes","Footnotes","10","","1","","","","","","","","","","","","","","","","","","","","Note: Represents loan commitments in the Private Credit portfolio as of March 31, 2026. Industry groups are based on S&P Industry Classification. ‘Other’ category in the Loan Portfolios includes 30 industries with top concentration <3.0% of the Private Credit Loan Portfolio. ‘Other’ Industries in the Loan Portfolio are comprised of S&P industry classifications: (1) IT Services, (2) Containers and Packaging, (3) Distributors, (4) Healthcare Equipment and Supplies, (5) Capital Markets, (6) Energy Equipment and Services, (7) Construction & Engineering, (8) Automobile Components, (9) Technology Hardware, Storage and Peripherals, (10) Life Sciences Tools & Services, (11) Electronic Equipment, Instruments and Components, (12) Air Freight and Logistics, (13) Industrial Conglomerates, (14) Gas Utilities, (15) Construction Materials, (16) Household Products, (17) Machinery, (18) Food Products, (19) Real Estate Management and Development, (20) Wireless Telecommunication Services, (21) Hotels, Restaurants and Leisure, (22) Specialty Retail, (23) Oil, Gas and Consumable Fuels, (24) Trading Companies and Distributors, (25) Building Products, (26) Transportation Infrastructure, (27) Personal Care Products, (28) Household Durables, (29) Aerospace and Defense, and (30) Textiles, Apparel and Luxury Goods. Pie charts may not sum to 100% due to rounding.","","Industry Diversification","10. Note: RepresentsloancommitmentsinthePrivateCreditportfolioasofMarch31,","actual","","","","10","","","",""
"PAIR_1797D1D3832C38659D553F45","MERGE","Backfill 2026-09-01: both lanes transcribed the numbered footnote identically; the quote keeps the printed marker and, where lane A recorded it, condition_raw names the table the footnote governs.","2026-09-01.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","definition_context","6","FOOTNOTE","Footnotes","Footnotes","11","","1","","","","","","","","","","","","","","","","","","","","Based on commitments to each borrower within the Private Credit portfolio as of March 31, 2026. Risk ratings represent the internally assigned rating by the Adviser for each borrower as of March 31, 2026. Refer to Form 10-Q for additional information. Please note, Risk Ratings D and E represent less than 1% of total commitments in the portfolio. For purposes of the figures above, investments with different legal issuer names on the financial statements may be aggregated where they represent exposure to the same underlying borrower or portfolio company. As a result, borrower counts, percentages, and related metrics may differ slightly from the quarterly report.","","Risk Rating Distribution","11. BasedoncommitmentstoeachborrowerwithinthePrivateCreditportfolioasof","actual","","","","11","","","",""
"PAIR_06F6A62148108C8F53081048","MERGE","Backfill 2026-09-01: both lanes transcribed the numbered footnote identically; the quote keeps the printed marker and, where lane A recorded it, condition_raw names the table the footnote governs.","2026-09-01.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","definition_context","6","FOOTNOTE","Footnotes","Footnotes","12","","1","","","","","","","","","","","","","","","","","","","","Represents percentage of total non-controlled/non-affiliated investments at fair value.","","","12. Represents percentage of total non-controlled/non-affiliated investments at fair","actual","","","","12","","","",""
"PAIR_4B0EA8FE55CE9AB34D06E733","MERGE","Backfill 2026-09-01: both lanes transcribed the numbered footnote identically; the quote keeps the printed marker and, where lane A recorded it, condition_raw names the table the footnote governs.","2026-09-01.2","SRC606","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","Quarterly_Report","04-quarterly-report","CORE","ADJUDICATED","definition_context","6","FOOTNOTE","Footnotes","Footnotes","13","","1","","","","","","","","","","","","","","","","","","","","Lead Lender role includes transactions where Antares was lead-left arranger, right-lead arranger and/or admin agent. Based on origination deal count between 2016 – 1Q 2026.","","","13. Lead Lender role includes transactions where Antares was lead-left arranger,","actual","","","","13","","","",""
