defect_id,parameter_set_id,record_table,record_id,fund_id,defect_type,field_name,clean_value,injected_value,expected_rule_id,seed,notes
DEFECT_000096,SYNTH_ASSUMED_DEMO_V1,fund_master,FUND_REAL_COLLISION_000419,FUND_REAL_COLLISION_000419,synthetic_real_identity_collision,fund_id,FUND_SYNTH_000419,FUND_REAL_COLLISION_000419,R12_SYNTHETIC_IDENTITY_SEPARATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000097,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000452_20200630,FUND_SYNTH_000452,tvpi_component_mismatch,tvpi,1.826431,2.076431,R02_TVPI_COMPONENTS,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000098,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000103_20250930,FUND_SYNTH_000103,dpi_recompute_mismatch,dpi,0.084992,0.284992,R03_DPI_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000099,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000534_20241231,FUND_SYNTH_000534,rvpi_recompute_mismatch,rvpi,0.991982,1.191982,R04_RVPI_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000100,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000232_20220930,FUND_SYNTH_000232,commitment_reconciliation_mismatch,unfunded_commitment,141.57,201.76,R06_COMMITMENT_RECONCILIATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000101,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000358_20260331,FUND_SYNTH_000358,nav_rollforward_mismatch,ending_nav,497.12,546.83,R07_NAV_ROLLFORWARD,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000102,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000732_20250630,FUND_SYNTH_000732,irr_recompute_mismatch,reported_irr,0.05059051,0.20059051,R08_XIRR_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000103,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000055_001,FUND_SYNTH_000055,cashflow_sign_error,amount,-255.98,255.98,R15_CASHFLOW_SIGN_CONVENTION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000104,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000707_20231231,FUND_SYNTH_000707,impossible_vintage,vintage_year,2022,2027,R09_VINTAGE_DATE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000105,SYNTH_ASSUMED_DEMO_V1,fund_master,FUND_SYNTH_000625,FUND_SYNTH_000625,missing_fund_name,fund_name,Synthetic Fund Of Funds Fund 0625,<BLANK>,R12_SYNTHETIC_IDENTITY_SEPARATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000106,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000117_001_DUP,FUND_SYNTH_000117,duplicate_cashflow,economic_cashflow,unique,duplicate_of:CF_FUND_SYNTH_000117_001,R13_DUPLICATE_CASHFLOW,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000107,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000192_001,FUND_SYNTH_000192,currency_mismatch,currency,USD,EUR,R14_CURRENCY_CONSISTENCY,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000108,SYNTH_ASSUMED_DEMO_V1,fund_master,FUND_REAL_COLLISION_000075,FUND_REAL_COLLISION_000075,synthetic_real_identity_collision,fund_id,FUND_SYNTH_000075,FUND_REAL_COLLISION_000075,R12_SYNTHETIC_IDENTITY_SEPARATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000109,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000005_20231231,FUND_SYNTH_000005,tvpi_component_mismatch,tvpi,1.071830,1.321830,R02_TVPI_COMPONENTS,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000110,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000033_20251231,FUND_SYNTH_000033,dpi_recompute_mismatch,dpi,0.135268,0.335268,R03_DPI_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000111,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000351_20221231,FUND_SYNTH_000351,rvpi_recompute_mismatch,rvpi,1.433611,1.633611,R04_RVPI_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000112,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000348_20230331,FUND_SYNTH_000348,commitment_reconciliation_mismatch,unfunded_commitment,117.91,153.29,R06_COMMITMENT_RECONCILIATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000113,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000576_20260331,FUND_SYNTH_000576,nav_rollforward_mismatch,ending_nav,69.38,79.38,R07_NAV_ROLLFORWARD,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000114,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000578_20260331,FUND_SYNTH_000578,irr_recompute_mismatch,reported_irr,0.06134534,0.21134534,R08_XIRR_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000115,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000097_001,FUND_SYNTH_000097,cashflow_sign_error,amount,-81.79,81.79,R15_CASHFLOW_SIGN_CONVENTION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000116,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000258_20200930,FUND_SYNTH_000258,impossible_vintage,vintage_year,2020,2027,R09_VINTAGE_DATE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000117,SYNTH_ASSUMED_DEMO_V1,fund_master,FUND_SYNTH_000161,FUND_SYNTH_000161,missing_fund_name,fund_name,Synthetic Real Estate Fund 0161,<BLANK>,R12_SYNTHETIC_IDENTITY_SEPARATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000118,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000703_001_DUP,FUND_SYNTH_000703,duplicate_cashflow,economic_cashflow,unique,duplicate_of:CF_FUND_SYNTH_000703_001,R13_DUPLICATE_CASHFLOW,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000119,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000383_001,FUND_SYNTH_000383,currency_mismatch,currency,USD,EUR,R14_CURRENCY_CONSISTENCY,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000120,SYNTH_ASSUMED_DEMO_V1,fund_master,FUND_REAL_COLLISION_000368,FUND_REAL_COLLISION_000368,synthetic_real_identity_collision,fund_id,FUND_SYNTH_000368,FUND_REAL_COLLISION_000368,R12_SYNTHETIC_IDENTITY_SEPARATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000121,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000673_20180930,FUND_SYNTH_000673,tvpi_component_mismatch,tvpi,1.227350,1.477350,R02_TVPI_COMPONENTS,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000122,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000430_20181231,FUND_SYNTH_000430,dpi_recompute_mismatch,dpi,0.000000,0.200000,R03_DPI_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000123,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000490_20210331,FUND_SYNTH_000490,rvpi_recompute_mismatch,rvpi,1.243137,1.443137,R04_RVPI_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000124,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000259_20150630,FUND_SYNTH_000259,commitment_reconciliation_mismatch,unfunded_commitment,245.43,291.50,R06_COMMITMENT_RECONCILIATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000125,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000409_20161231,FUND_SYNTH_000409,nav_rollforward_mismatch,ending_nav,347.18,381.90,R07_NAV_ROLLFORWARD,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000126,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000060_20210630,FUND_SYNTH_000060,irr_recompute_mismatch,reported_irr,0.52176608,0.67176608,R08_XIRR_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000127,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000064_001,FUND_SYNTH_000064,cashflow_sign_error,amount,-31.01,31.01,R15_CASHFLOW_SIGN_CONVENTION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000128,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000783_20191231,FUND_SYNTH_000783,impossible_vintage,vintage_year,2019,2027,R09_VINTAGE_DATE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000129,SYNTH_ASSUMED_DEMO_V1,fund_master,FUND_SYNTH_000466,FUND_SYNTH_000466,missing_fund_name,fund_name,Synthetic Buyout Fund 0466,<BLANK>,R12_SYNTHETIC_IDENTITY_SEPARATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000130,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000509_001_DUP,FUND_SYNTH_000509,duplicate_cashflow,economic_cashflow,unique,duplicate_of:CF_FUND_SYNTH_000509_001,R13_DUPLICATE_CASHFLOW,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000131,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000362_001,FUND_SYNTH_000362,currency_mismatch,currency,USD,EUR,R14_CURRENCY_CONSISTENCY,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000132,SYNTH_ASSUMED_DEMO_V1,fund_master,FUND_REAL_COLLISION_000590,FUND_REAL_COLLISION_000590,synthetic_real_identity_collision,fund_id,FUND_SYNTH_000590,FUND_REAL_COLLISION_000590,R12_SYNTHETIC_IDENTITY_SEPARATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000133,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000629_20230331,FUND_SYNTH_000629,tvpi_component_mismatch,tvpi,1.364763,1.614763,R02_TVPI_COMPONENTS,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000134,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000587_20221231,FUND_SYNTH_000587,dpi_recompute_mismatch,dpi,0.000000,0.200000,R03_DPI_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000135,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000105_20240930,FUND_SYNTH_000105,rvpi_recompute_mismatch,rvpi,0.874491,1.074491,R04_RVPI_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000136,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000388_20251231,FUND_SYNTH_000388,commitment_reconciliation_mismatch,unfunded_commitment,607.33,679.55,R06_COMMITMENT_RECONCILIATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000137,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000750_20180930,FUND_SYNTH_000750,nav_rollforward_mismatch,ending_nav,112.47,123.72,R07_NAV_ROLLFORWARD,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000138,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000537_20200331,FUND_SYNTH_000537,irr_recompute_mismatch,reported_irr,0.08733663,0.23733663,R08_XIRR_RECOMPUTE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000139,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000448_001,FUND_SYNTH_000448,cashflow_sign_error,amount,-163.88,163.88,R15_CASHFLOW_SIGN_CONVENTION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000140,SYNTH_ASSUMED_DEMO_V1,fund_periods,FP_FUND_SYNTH_000382_20210331,FUND_SYNTH_000382,impossible_vintage,vintage_year,2017,2027,R09_VINTAGE_DATE,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000141,SYNTH_ASSUMED_DEMO_V1,fund_master,FUND_SYNTH_000194,FUND_SYNTH_000194,missing_fund_name,fund_name,Synthetic Venture Fund 0194,<BLANK>,R12_SYNTHETIC_IDENTITY_SEPARATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000142,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000190_001_DUP,FUND_SYNTH_000190,duplicate_cashflow,economic_cashflow,unique,duplicate_of:CF_FUND_SYNTH_000190_001,R13_DUPLICATE_CASHFLOW,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000143,SYNTH_ASSUMED_DEMO_V1,fund_cashflows,CF_FUND_SYNTH_000130_001,FUND_SYNTH_000130,currency_mismatch,currency,USD,EUR,R14_CURRENCY_CONSISTENCY,20260903,Deliberate synthetic defect for quality-engine evaluation.
DEFECT_000144,SYNTH_ASSUMED_DEMO_V1,fund_master,FUND_REAL_COLLISION_000510,FUND_REAL_COLLISION_000510,synthetic_real_identity_collision,fund_id,FUND_SYNTH_000510,FUND_REAL_COLLISION_000510,R12_SYNTHETIC_IDENTITY_SEPARATION,20260903,Deliberate synthetic defect for quality-engine evaluation.
