"pair_id","decision","reason","contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status"
"PAIR_7334F3B2681BBB494D9F6343","MERGE","the sentence reports the allocation of assets as reported to the board, a different basis from the donut's fair-value percentages and a different set of numbers, so metric_name Board-Reported Allocation (A) preserves a distinction B's bare Allocation loses. The block is narrative with no printed table, so source_table falls back to the section heading; B's Investment Policy Asset Allocation is not printed. Quote is B's full printed sentence; A cited a fragment.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","NARRATIVE","Defined Benefit Investments (Continued)","Defined Benefit Investments (Continued)","Absolute return","Board-Reported Allocation","1","asset_class","Absolute return","","","","","","","","","","December 31, 2021","","","actual_allocation","Board-Reported Allocation","15.7%","%","","","","","board are as follows: Equity securities 37.5%, Debt securities 18.6%, Absolute return 15.7%, Private equity 13.2% and Real assets 15.0%.","actual","","",""
"PAIR_FBB0BFE8460B981095C4EE5A","MERGE","the donut is a separate structure from the untitled ten-year table beneath it, so source_table is its own printed title and source_column_label is blank, the figure having no columns; B invented Current Allocation. Its rows are asset classes under one measure, so metric_name takes the figure's own printed title. source_section takes the printed running heading, which A left blank.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","FIGURE","Defined Benefit Investments (Continued)","Defined Benefit Systems Investments at Fair Value","Debt Securities","","1","asset_class","Debt Securities","","","","","","","","","","December 31, 2021","","","actual_allocation","Defined Benefit Systems Investments at Fair Value","11.98%","%","","","","","2 Real Assets 15.26% 5 Debt Securities 11.98%","actual","","",""
"PAIR_620AC0B30980DF3AEAB6235D","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Debt securities","2012","1","asset_class","Debt securities","","","","","","","","","","December 31, 2012","","","actual_allocation","Allocation","17.9","%","","","","","Debt securities 17.9 16.0 15.7 15.8 15.0 14.2 16.9 17.3 13.5 12.0","actual","","",""
"PAIR_EB5D5DD35AE8E60CB94C259F","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Debt securities","2013","1","asset_class","Debt securities","","","","","","","","","","December 31, 2013","","","actual_allocation","Allocation","16.0","%","","","","","Debt securities 17.9 16.0 15.7 15.8 15.0 14.2 16.9 17.3 13.5 12.0","actual","","",""
"PAIR_1B9F9CE98B450FCE1945401E","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Debt securities","2014","1","asset_class","Debt securities","","","","","","","","","","December 31, 2014","","","actual_allocation","Allocation","15.7","%","","","","","Debt securities 17.9 16.0 15.7 15.8 15.0 14.2 16.9 17.3 13.5 12.0","actual","","",""
"PAIR_A2E8C457618B1A52B2861387","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Debt securities","2015","1","asset_class","Debt securities","","","","","","","","","","December 31, 2015","","","actual_allocation","Allocation","15.8","%","","","","","Debt securities 17.9 16.0 15.7 15.8 15.0 14.2 16.9 17.3 13.5 12.0","actual","","",""
"PAIR_3C79DE9FCA6063FBAAA358C9","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Debt securities","2016","1","asset_class","Debt securities","","","","","","","","","","December 31, 2016","","","actual_allocation","Allocation","15.0","%","","","","","Debt securities 17.9 16.0 15.7 15.8 15.0 14.2 16.9 17.3 13.5 12.0","actual","","",""
"PAIR_DC5233BB57FCEB0F6D17A3EB","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Debt securities","2017","1","asset_class","Debt securities","","","","","","","","","","December 31, 2017","","","actual_allocation","Allocation","14.2","%","","","","","Debt securities 17.9 16.0 15.7 15.8 15.0 14.2 16.9 17.3 13.5 12.0","actual","","",""
"PAIR_71309BD5EDE082EDB33A32B1","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Debt securities","2018","1","asset_class","Debt securities","","","","","","","","","","December 31, 2018","","","actual_allocation","Allocation","16.9","%","","","","","Debt securities 17.9 16.0 15.7 15.8 15.0 14.2 16.9 17.3 13.5 12.0","actual","","",""
"PAIR_706AE7F4139A2484C8289448","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Debt securities","2019","1","asset_class","Debt securities","","","","","","","","","","December 31, 2019","","","actual_allocation","Allocation","17.3","%","","","","","Debt securities 17.9 16.0 15.7 15.8 15.0 14.2 16.9 17.3 13.5 12.0","actual","","",""
"PAIR_4EEF1D2601D3EEA8C0F78FB9","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Debt securities","2020","1","asset_class","Debt securities","","","","","","","","","","December 31, 2020","","","actual_allocation","Allocation","13.5","%","","","","","Debt securities 17.9 16.0 15.7 15.8 15.0 14.2 16.9 17.3 13.5 12.0","actual","","",""
"PAIR_CBF1D60241419C1E7F551CA9","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Debt securities","2021","1","asset_class","Debt securities","","","","","","","","","","December 31, 2021","","","actual_allocation","Allocation","12.0","%","","","","","Debt securities 17.9 16.0 15.7 15.8 15.0 14.2 16.9 17.3 13.5 12.0","actual","","",""
"PAIR_1715609EE86F85D079FBD84A","MERGE","the sentence reports the allocation of assets as reported to the board, a different basis from the donut's fair-value percentages and a different set of numbers, so metric_name Board-Reported Allocation (A) preserves a distinction B's bare Allocation loses. The block is narrative with no printed table, so source_table falls back to the section heading; B's Investment Policy Asset Allocation is not printed. Quote is B's full printed sentence; A cited a fragment.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","NARRATIVE","Defined Benefit Investments (Continued)","Defined Benefit Investments (Continued)","Debt securities","Board-Reported Allocation","1","asset_class","Debt securities","","","","","","","","","","December 31, 2021","","","actual_allocation","Board-Reported Allocation","18.6%","%","","","","","board are as follows: Equity securities 37.5%, Debt securities 18.6%, Absolute return 15.7%, Private equity 13.2% and Real assets 15.0%.","actual","","",""
"PAIR_72E2C9A51AE87DB81DEDC801","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2012","1","asset_class","Equities securities","","","","","","","","","","December 31, 2012","","","actual_allocation","Allocation","36.2%","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","",""
"PAIR_21A14D25AAE150049E8400E1","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2013","1","asset_class","Equities securities","","","","","","","","","","December 31, 2013","","","actual_allocation","Allocation","37.5","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","",""
"PAIR_FCC6C31BBF96CB2E573C57D0","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2014","1","asset_class","Equities securities","","","","","","","","","","December 31, 2014","","","actual_allocation","Allocation","35.5","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","",""
"PAIR_B26D6867B03E211EE117C282","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2015","1","asset_class","Equities securities","","","","","","","","","","December 31, 2015","","","actual_allocation","Allocation","33.9","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","",""
"PAIR_635EADF2926A9C5B6C10B373","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2016","1","asset_class","Equities securities","","","","","","","","","","December 31, 2016","","","actual_allocation","Allocation","35.2","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","",""
"PAIR_93D4C849DBFA65D94068DB54","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2017","1","asset_class","Equities securities","","","","","","","","","","December 31, 2017","","","actual_allocation","Allocation","37.8","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","",""
"PAIR_14B87D257F8B864FA101280E","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2018","1","asset_class","Equities securities","","","","","","","","","","December 31, 2018","","","actual_allocation","Allocation","35.1","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","",""
"PAIR_5F4E35E8BFA124C797AEE84E","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2019","1","asset_class","Equities securities","","","","","","","","","","December 31, 2019","","","actual_allocation","Allocation","37.7","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","",""
"PAIR_723B29B6583524AFF348B522","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2020","1","asset_class","Equities securities","","","","","","","","","","December 31, 2020","","","actual_allocation","Allocation","39.9","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","",""
"PAIR_CDE8CB335CB40D14F43A0EC9","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Equities securities","2021","1","asset_class","Equities securities","","","","","","","","","","December 31, 2021","","","actual_allocation","Allocation","37.1","%","","","","","Equities securities 36.2 % 37.5 35.5 33.9 35.2 37.8 35.1 37.7 39.9 37.1","actual","","",""
"PAIR_5F075B27B0847B0244052ED0","MERGE","the donut is a separate structure from the untitled ten-year table beneath it, so source_table is its own printed title and source_column_label is blank, the figure having no columns; B invented Current Allocation. Its rows are asset classes under one measure, so metric_name takes the figure's own printed title. source_section takes the printed running heading, which A left blank.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","FIGURE","Defined Benefit Investments (Continued)","Defined Benefit Systems Investments at Fair Value","Equity Securities","","1","asset_class","Equity Securities","","","","","","","","","","December 31, 2021","","","actual_allocation","Defined Benefit Systems Investments at Fair Value","37.14%","%","","","","","1 Equity Securities 37.14% 4 Private Equity 13.12%","actual","","",""
"PAIR_D3C0BA99238CE4CA9CD5460A","MERGE","the sentence reports the allocation of assets as reported to the board, a different basis from the donut's fair-value percentages and a different set of numbers, so metric_name Board-Reported Allocation (A) preserves a distinction B's bare Allocation loses. The block is narrative with no printed table, so source_table falls back to the section heading; B's Investment Policy Asset Allocation is not printed. Quote is B's full printed sentence; A cited a fragment.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","NARRATIVE","Defined Benefit Investments (Continued)","Defined Benefit Investments (Continued)","Equity securities","Board-Reported Allocation","1","asset_class","Equity securities","","","","","","","","","","December 31, 2021","","","actual_allocation","Board-Reported Allocation","37.5%","%","","","","","board are as follows: Equity securities 37.5%, Debt securities 18.6%, Absolute return 15.7%, Private equity 13.2% and Real assets 15.0%.","actual","","",""
"PAIR_BC1E7E079D8BD9B82C721FE4","MERGE","the donut is a separate structure from the untitled ten-year table beneath it, so source_table is its own printed title and source_column_label is blank, the figure having no columns; B invented Current Allocation. Its rows are asset classes under one measure, so metric_name takes the figure's own printed title. source_section takes the printed running heading, which A left blank.","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","FIGURE","Defined Benefit Investments (Continued)","Defined Benefit Systems Investments at Fair Value","Private Equity","","1","asset_class","Private Equity","","","","","","","","","","December 31, 2021","","","actual_allocation","Defined Benefit Systems Investments at Fair Value","13.12%","%","","","","","1 Equity Securities 37.14% 4 Private Equity 13.12%","actual","","",""
"PAIR_DA8A0A1CA1ED138D32A36DA7","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2012","1","asset_class","Private equity","","","","","","","","","","December 31, 2012","","","actual_allocation","Allocation","11.3","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","",""
"PAIR_86C961176B5369A81A93EE75","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2013","1","asset_class","Private equity","","","","","","","","","","December 31, 2013","","","actual_allocation","Allocation","11.0","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","",""
"PAIR_86B3B08D3DA017DAF23B1453","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2014","1","asset_class","Private equity","","","","","","","","","","December 31, 2014","","","actual_allocation","Allocation","11.8","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","",""
"PAIR_50B685385744FD1D9D8DA292","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2015","1","asset_class","Private equity","","","","","","","","","","December 31, 2015","","","actual_allocation","Allocation","11.9","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","",""
"PAIR_B621F75E33922002DFDC5EF1","MERGE","the ten-year allocation table prints no title of its own, so source_table is UNTITLED_TABLE_1; A applied the adjacent donut's title to both structures and B used three different section and table strings for one table on one page. source_section takes the printed running heading, which A left blank. metric_name Allocation (B); A's Fair Value Allocation is not printed anywhere. Total portfolio is the fund aggregate, so subject_type portfolio. Values keep the printed % on the 2012 column with the gap closed (A).","2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","allocation_observation","2","TABLE","Defined Benefit Investments (Continued)","UNTITLED_TABLE_1","Private equity","2016","1","asset_class","Private equity","","","","","","","","","","December 31, 2016","","","actual_allocation","Allocation","11.3","%","","","","","Private equity 11.3 11.0 11.8 11.9 11.3 10.7 11.7 11.3 11.5 13.1","actual","","",""
